ISBN,Title,Author,Year_Publication,Publisher
49612,Globalhead,Bruce Sterling,1994,Spectra Books
5116,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books
5704,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,Warner Books
35119,The River King,Alice Hoffman,2001,Berkley Publishing Group
12469,Final Appeal,Lisa Scottoline,1994,HarperTorch
9688,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,Putnam Pub Group (Paper)
27526,New Cardiff,Charles Webb,2002,Washington Square Press
18535,Stand Still Like the Hummingbird,Henry Miller,1962,New Directions Publishing Corporation
5853,"Expecting Adam: A True Story of Birth, Rebirth, and Everyday Magic",Martha Beck,2000,Berkley Publishing Group
11967,On the Road (Penguin 20th Century Classics),Jack Kerouac,1998,Penguin USA (Paper)
35964,The Prince (Dover Thrift Editions),Niccol√≤ Machiavelli,1992,Dover Publications
68339,Becoming a Man : Half a Life Story,Paul Monette,1993,HarperSanFrancisco
605,OLD MAN AND THE SEA,Ernest Hemingway,1995,Scribner
57858,Diary of a Teenage Girl - Becoming Me : Diary Number 1 (Diary of a Teenage Girl),Melody Carlson,2000,Multnomah
8377,The Dominant Blonde,Alisa Kwitney,2002,Avon Trade
1335,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books
759,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books
152,America the Beautiful: A Novel,Moon Unit Zappa,2001,Touchstone
150,Easy Travel to Other Planets,Ted Mooney,1982,Ballantine Books
153,The Mist and the Magic (Harper Monogram),Susan Wiggs,1993,Harper Mass Market Paperbacks
10854,The Time Traveler's Wife,Audrey Niffenegger,2003,MacAdam/Cage Publishing
890,Strange Fits of Passion: A Novel,Anita Shreve,1999,Harvest Books
52935,The Monk Downstairs: A Novel,Tim Farrington,2002,HarperSanFrancisco
7581,My Name Is Asher Lev,Chaim Potok,1996,Ballantine Books
35123,Davita's Harp,Chaim Potok,1990,Fawcett Books
22769,The Book of Lights,Chaim Potok,1997,Fawcett Books
17835,Le Grand Meaulnes (Classiques De Poche),Alain-Fournier,2000,Distribooks Inc
17839,A l'Ouest rien de nouveau,Erich Maria Remarque,1973,LGF
13733,Ravage,Rene Barjavel,0,Gallimard French
24944,Die Entdeckung der Langsamkeit.,Sten Nadolny,1987,Piper
4747,Sense and Sensibility (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd
352,Der gemietete Mann.,Hera Lind,1999,"Fischer (Tb.), Frankfurt"
13124,Der Gott der kleinen Dinge.,Arundhati Roy,1999,btb
1997,The Da Vinci Code,Dan Brown,2003,Doubleday
6612,The Rescue,Nicholas Sparks,2000,Warner Books
5098,Edge of Danger,Jack Higgins,2001,Putnam Publishing Group
994,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books
2599,Vinegar Hill (Oprah's Book Club (Hardcover)),A. Manette Ansay,1999,HarperCollins
10859,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown"
40551,Saving Private Ryan: A Novel,Max Allan Collins,1998,Signet Book
6549,Big Trouble,Dave Barry,2002,Berkley Publishing Group
68658,Snow Falling on Cedars,David Guterson,1994,Harcourt
12099,The Reader,Bernhard Schlink,1997,Random House
43427,Angel Falls,KRISTIN HANNAH,2000,Crown
12686,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster
10012,The Vineyard : A Novel,Barbara Delinsky,2000,Simon &amp; Schuster
40079,The Looking Glass : A Novel (The Locket Series),Richard Paul Evans,1999,Simon &amp; Schuster
10061,If Only It Were True,Marc Levy,2000,Atria
10441,Message in a Bottle,Nicholas Sparks,1998,Warner Books
6914,Blackbird: A Childhood Lost and Found,Jennifer Lauck,2000,Atria
31758,Protect and Defend,Richard North Patterson,2000,Random House Inc
12415,Julie and Romeo,Jeanne Ray,2000,Harmony
4807,The Guardian,Nicholas Sparks,2003,Warner Books
2317,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books
4246,Man and Boy,Tony Parsons,2001,Sourcebooks Landmark
5547,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books
1208,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey
18879,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,1997,Little Brown and Company
5696,The Villa,Nora Roberts,2001,Putnam Publishing Group
2740,"All the Pretty Horses (Border Trilogy, Vol 1)",Cormac McCarthy,1992,Alfred A. Knopf
3631,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown"
12008,He Sees You When You're Sleeping : A Novel,Mary Higgins Clark,2001,Scribner
6259,2nd Chance,James Patterson,2002,"Little, Brown"
45411,The Carousel : A Novel,Richard Paul Evans,2000,Simon &amp; Schuster
35439,You Cannot Be Serious,John McEnroe,2002,Putnam Publishing Group
43158,LAKE NEWS : A Novel,Barbara Delinsky,1999,Simon &amp; Schuster
43712,Out of the Blue,Sally Mandel,2000,Ballantine Books
9516,Voice of the Eagle,Linda Lay Shuler,1993,Signet Book
4845,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins
13363,The Wasp Factory,Iain Banks,0,Abacus
60414,George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President,Jacob Weisberg,2001,Fireside
10135,Les Fourmis,Bernard Werber,2002,LGF
30317,The Sorcerer's Companion: A Guide to the Magical World of Harry Potter,ALLAN ZOLA KRONZEK,2001,Broadway
21739,Scottish Folk and Fairy Tales (Penguin Popular Classics),Gordon Jarvie,1997,Penguin Books Ltd
9358,Amy and Isabelle,Elizabeth Strout,1999,Random House Inc
159,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books
155,stardust,Neil Gaiman,2001,Perennial
194,Fires of Aggar,Chris Anne Wolfe,2001,Windstorm Creative
175,Gossamer Axe,Gael Baudino,1993,New Amer Library
189,Witchfire,Lauren Maddison,2001,Alyson Books
167,Seven Moves,Carol Anshaw,1997,Mariner Books
187,Return to Isis,Jean Stewart,1992,Rising Tide Press (AZ)
188,Hood,Emma Donoghue,1998,Alyson Publications
166,Leaving Pipe Shop: Memories of Kin,Deborah McDowell,1998,W. W. Norton &amp; Company
191,"Skin: Talking About Sex, Class &amp; Literature",Dorothy Allison,1994,Firebrand Books
193,"Death: At Death's Door (Vertigo, Number 1)",Jill Thompson,2003,DC Comics
181,Night Mares,Manda Scott,1999,Crimeline
180,Hen's Teeth,Manda Scott,1999,Bantam Books
174,The Door to December,Dean R. Koontz,1994,Signet Book
184,"No Shirt, No Shoes, No Problem!",Jeff Foxworthy,1997,Warner Books (Mm)
160,The Scions of Shannara (Heritage of Shannara (Paperback)),Terry Brooks,1993,Del Rey Books
179,Star Wars the Rebel Dawn: The Han Solo Trilogy (Star Wars: Han Solo Trilogy (Paperback)),A.C. Crispin,1998,Spectra Books
178,"The Hutt Gambit (Star Wars: The Han Solo Trilogy, Vol. 2)",A. C. Crispin,1998,Bantam Books
177,"The Paradise Snare (Star Wars: The Han Solo Trilogy, Volume 1)",A. C. Crispin,1998,Spectra Books
182,Alanna: The First Adventure (Song of the Lioness (Paperback)),Tamora Pierce,1989,Random House Children's Books
185,Warrior Moon,Sara Orwig,1995,Zebra Books
169,The Funhouse,Dean R. Koontz,1994,Berkley Publishing Group
176,Cold Iron,Melisa Michaels,1997,Roc
154,Circle of Three #12: Written in the Stars (Circle of Three),Isobel Bird,2001,Avon
158,The Space Merchants,Frederik Pohl,1987,St Martins Pr
170,DREAMSNAKE,VONDA MCINTYRE,1986,Dell
168,Titan,John Varley,1980,Berkley Publishing Group
164,The Year They Burned the Books,Nancy Garden,1999,Farrar Straus Giroux
183,A Density of Souls,Christopher Rice,2001,Miramax
161,Slow River,Nicola Griffith,1996,Ballantine Books
165,Changer,Jane Lindskold,1998,Eos
156,Trixie Belden and the Mystery Off Glen Road (Mystery Off Glen Road),Julie Campbell,1977,Random House Childrens Books
163,Lark in the Morning,Nancy Garden,1991,Farrar Straus &amp; Giroux
172,Lena (50 State Quarters),JACQUELINE WOODSON,2000,Laurel Leaf
171,I Hadn't Meant to Tell You This,Jacqueline Woodson,1995,Laurel-Leaf Books
12198,Hannibal,Thomas Harris,1999,Del Sol Press
6015,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books
3444,Mostly Harmless,Douglas Adams,2000,Ballantine Books
66132,The Thorn Birds (Modern Classics),Colleen McCullough,1998,Wings
9681,Dreamcatcher,Stephen King,2001,Scribner
57561,To Catch a Cat,Marian Babson,2002,St. Martin's Minotaur
1622,"People of the Wolf (The First North Americans series, Book 1)",W. Michael Gear,1992,Tor Books
13851,The Door to December,Dean R. Koontz,2002,Signet Book
19895,Smilla's Sense of Snow,Peter Hoeg,1997,Island
50072,The Grass Is Always Greener over the Septic Tank,Erma Bombeck,1988,Fawcett Books
573,The Music of Dolphins (Apple Signature Edition),Karen Hesse,1998,Hyperion Books for Children
53776,The Hork-Bajir Chronicles (Animorphs Series),K. A. Applegate,1998,Scholastic
37641,Deep Wizardry: The Second Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books
2420,So You Want to Be a Wizard: The First Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books
14653,"Ties That Bind, Ties That Break (Laurel-Leaf Books)",Lensey Namioka,2000,Laurel-Leaf Books
496,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books
530,The Giver (21st Century Reference),LOIS LOWRY,1994,Laure Leaf
23920,Nacht √?¬ºber den Wassern.,Ken Follett,1994,L√?¬ºbbe
18186,Die S√?¬§ulen der Erde. Roman.,Ken Follett,1992,L√?¬ºbbe
32108,A Man Rides Through (Man Rides Through),Stephen Donaldson,1990,Del Rey Books
48468,Mirror of Her Dreams (Mordant's Need),STEPHEN R. DONALDSON,1987,Del Rey
65045,Reader,Bernhard Schlink,0,Phoenix Books
9791,The Dead Zone,Stephen King,2004,Signet Book
3174,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002,Hyperion Press
65936,"Dark Tide I: Onslaught (Star Wars: The New Jedi Order, Book 2)",Michael A. Stackpole,2000,Del Rey Books
8568,LONG DARK TEA TIME OF THE SOUL,Douglas Adams,1990,Pocket
53392,Half Moon Street (Charlotte &amp; Thomas Pitt Novels (Paperback)),Anne Perry,2001,Ballantine Books
16428,A Minor Indiscretion (Red Dress Ink (Paperback)),Carol Matthews,2003,Red Dress Ink
11276,"For Better, for Worse: A Novel",Carole Matthews,2002,Avon Trade
35102,Hidden in Plain View: A Secret Story of Quilts and the Underground Railroad,Jacqueline L. Tobin,2000,Anchor Pub
2504,The Forest House,Marion Zimmer Bradley,1995,Roc
5095,The Bear and the Dragon,Tom Clancy,2000,G. P. Putnam's Sons
4851,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1992,Tor Books
10055,Net Force,Tom Clancy,1999,Berkley Publishing Group
9687,The Testament,John Grisham,1999,Doubleday Books
1812,A Time to Kill,JOHN GRISHAM,1992,Dell
3647,Awakening,Kate Chopin,1982,Avon
24143,Patriot Games,Tom Clancy,1992,Berkley Publishing Group
5117,Chasing the Dime,Michael Connelly,2003,Warner Books
70545,Tender Triumph (Sonnet Books),Judith McNaught,1991,Pocket
15934,The Cat Who Tailed a Thief,Lilian Jackson Braun,1998,Jove Books
29951,Guilt,John T. Lescroart,1998,Island
29255,On Secret Service,John Jakes,2001,Signet Book
953,Charming Billy,Alice McDermott,1999,Delta
43117,A Palette for Murder: Murder She Wrote (Murder She Wrote (Paperback)),Jessica Fletcher,1996,Signet Book
1787,Golden Cup,Belva Plain,1987,Dell
13504,No Safe Place,RICHARD NORTH PATTERSON,1999,Ballantine Books
22778,Thorns of Truth,Eileen Goudge,1999,Signet Book
18912,Granny Dan,DANIELLE STEEL,2000,"Random House, Inc."
71113,The Penwyth Curse,Catherine Coulter,2004,Jove Books
36498,Xanth 15: The Color of Her Panties,Piers Anthony,1992,Eos
196,Jacob Marley's Christmas Carol,Tom Mula,1995,Adams Media Corp
225,"Practice Makes Pregnant   Manhattan Multiples (Silhouette Special Edition, 1569)",Lois Faye Dyer,2003,Silhouette
257,"The Secret Lives of Girls: What Good Girls Really Do--Sex Play, Aggression, and Their Guilt",Sharon Lamb,2002,Free Press
256,Hound of the Baskervilles (Aladdin Classics),Sir Arthur Conan Doyle,2000,Aladdin
250,SLEEPING MURDER,AGATHA CHRISTIE,1983,Bantam
263,The Fractal Murders (Pepper Keane Mysteries),Mark Cohen,2004,Mysterious Press
264,Final Stand,Helen Myers,2002,Mira
232,Magic House of Numbers.,Irving. Adler,1974,Harpercollins Library
231,Lord of the Silent: A Novel of Suspense,Elizabeth Peters,2002,Avon
230,Whisper to Me of Love,Shirlee Busbee,1991,Harper Mass Market Paperbacks
13914,Wuthering Heights,EMILY BRONTE,1983,Bantam
243,The Stars Shine Down,Sidney Sheldon,1993,Warner Books
240,Toxin,Robin Cook,1999,Berkley Publishing Group
255,This Present Darkness,Frank E. Peretti,1999,Sagebrush Bound
259,The Mothman Prophecies,John A. Keel,2002,Tor Books
254,Meet the Stars of Buffy the Vampire Slayer,Stefanie Scott,1998,Scholastic
211,Rush to the Altar  (Twin Brides),Rebecca Winters,2003,Harlequin
200,All-American Girl,Meg Cabot,2003,HarperTrophy
252,The Silver Metal Lover,Tanith Lee,1999,Spectra Books
233,A Christmas Story,Richard Burton,1991,W W Norton &amp; Co Inc
251,Dark Paradise,TAMI HOAG,1994,Bantam
206,Middlesex: A Novel,Jeffrey Eugenides,2003,Picador
237,Somebody Help Me,Beverly Hastings,1993,Berkley Publishing Group
244,Other worlds: The comical history of the states and empires of the moon and sun (Science fiction master series),Cyrano de Bergerac,1976,New English Library
224,To Catch A Sheik  (Desert Brides),Teresa Southwick,2003,Silhouette
245,The Awakening and Selected Stories of Kate Chopin (Signet Classic),Kate Chopin,1995,Signet Book
202,Ordinary People,Judith Guest,1993,Penguin Books
241,The Rainmaker,JOHN GRISHAM,1996,Dell
220,"On The Tycoon's Terms   Do Not Disturb! (Harlequin Presents, 2348)",Sandra Field,2003,Harlequin
216,Sleeping Partners  (Nine to Five),Helen Brooks,2003,Harlequin
234,Toxin,Robin Cook,1998,Putnam Pub Group
236,The Bad Place,Dean R. Koontz,1994,Berkley Publishing Group
1376,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,Picador
19834,Into the Darkness,Barbara Michaels,1996,Berkley Publishing Group
36907,Someone in the House,Barbara Michaels,1989,Berkley Publishing Group
1333,The Phantom Tollbooth,Norton Juster,1993,Yearling Books
1940,Dances With Wolves,Michael Blake,1990,Fawcett Books
41010,The House With a Clock in Its Walls,John Bellairs,1993,Puffin Books
36055,Hoot (Newbery Honor Book),CARL HIAASEN,2002,Knopf Books for Young Readers
49529,Catnap : A Midnight Louie Mystery (A Midnight Louie Mystery),Carole Nelson Douglas,1993,Forge Books
2684,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987,Del Rey
46246,Black Hawk Down: A Story of Modern War,Mark Bowden,1999,Atlantic Monthly Press
2749,Natural Causes,Michael Palmer,1995,Bantam Books
16596,Degree of Guilt,Richard North Patterson,1995,Ballantine Books
43573,Wuthering Heights (Penguin Popular Classics),Emily Bronte,1994,Penguin Books Ltd
16236,Emma (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd
70996,The Art of Travel,Alain de Botton,2002,Pantheon
35245,SO LONG AND THANKS FOR ALL THE FISH (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1991,Pocket
16547,Fight Club,Chuck Palahniuk,1999,Owl Books
15425,Wuthering Heights,Emily Bronte,1983,Bantam
585,SHIPPING NEWS,Annie Proulx,1994,Scribner
51084,The Frog King: A Love Story,Adam Davies,2002,Riverhead Books
10001,The Smoke Jumper,Nicholas Evans,2001,Delacorte Press
36563,The Unbearable Lightness of Being,Milan Kundera,1988,Harpercollins
266,A Spell for Chameleon (Xanth Novels (Paperback)),Piers Anthony,1987,Del Rey Books
11511,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,Bantam Classics
5235,Cloud Atlas : A Novel,DAVID MITCHELL,2004,Random House Trade Paperbacks
2005,Everything Is Illuminated : A Novel,Jonathan Safran Foer,2003,Perennial
30064,Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International),Haruki Murakami,1993,Vintage Books USA
30023,Norwegian Wood (Vintage International Original),Haruki Murakami,2000,Vintage Books USA
43549,Talking to Dragons (Enchanted Forest Chronicles (Paperback)),Patricia C. Wrede,1995,Point Fantasy
1265,The Call of the Wild: And Selected Stories (Signet Classics (Paperback)),Jack London,1998,Signet Classics
784,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone
12672,Reap the Wind,Iris Johansen,2002,Bantam Books
6827,The Survivors Club,LISA GARDNER,2003,Bantam
22669,Sins of Omission,FERN MICHAELS,1989,Ivy Books
5115,Random Winds,Belva Plain,1987,Dell
1789,The Carousel,Belva Plain,1998,Dell
22615,Grass,Sheri S. Tepper,1990,Spectra Books
57648,This Boy's Life: A Memoir,Tobias Wolff,1989,Perennial
29879,Winter's Tale,Mark Helprin,1995,Harvest Books
61363,The Dancing Wu Li Masters: An Overview of the New Physics,Gary Zukav,1994,Bantam Books
2672,The World According to Garp (Ballantine Reader's Circle),John Irving,1997,Ballantine Books
31619,Farewell To Arms,Ernest Hemingway,1995,Scribner
47102,Plato Complete Works,Plato,1997,Hackett Publishing Company
1158,Breaking Clean,JUDY BLUNT,2002,Knopf
5598,Possessing the Secret of Joy,Alice Walker,1993,Pocket
17554,White Noise (Contemporary American Fiction),Don DeLillo,1991,Penguin Books
8130,Invisible Man,Ralph Ellison,1995,Vintage Books USA
54981,Of Love and Shadows,Isabel Allende,1988,Bantam Books
5597,The House of the Spirits,Isabel Allende,1986,Bantam Books
864,Where the Sidewalk Ends : Poems and Drawings,Shel Silverstein,1974,HarperCollins
872,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial
786,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press
2252,JITTERBUG PERFUME,TOM ROBBINS,1985,Bantam
67312,STONES FROM THE RIVER,Ursula Hegi,1997,Simon &amp; Schuster
27831,One Hundred Years of Solitude,Gabriel Garcia Marquez,1970,Avon Books
14171,Dragonfly in Amber,DIANA GABALDON,1993,Dell
6001,Naked,David Sedaris,1998,Back Bay Books
9359,White Teeth,Zadie Smith,2000,Random House
25065,Writing Down the Bones,NATALIE GOLDBERG,1986,Shambhala
885,Ironweed,William J. Kennedy,1989,Penguin Books
6130,The Grapes of Wrath,John Steinbeck,1976,Penguin USA
57542,"HOW TO WIN FRIENDS, REVISED",Dale Carnegie,1981,Simon &amp; Schuster
4601,CUCKOO'S EGG,Clifford Stoll,1990,Pocket
2103,Kiss the Girls,James Patterson,1995,Warner Books
27891,Different Seasons,Stephen King,1983,Penguin Putnam~mass
11155,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books
6624,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,Warner Books
