ID,Drama,Comedy,Action,Thriller,Sci-Fi,Romance,Adventure,Crime,War,Horror,Children,Animation,Mystery,Musical,Fantasy,Film-Noir,Western,Documentary
5052,12,1,6,2,3,1,4,2,3,0,3,1,0,1,1,1,0,1
5053,52,69,91,61,104,16,54,22,16,13,16,15,8,1,11,4,1,2
5054,338,207,93,111,61,110,64,40,41,61,28,27,28,44,13,21,12,10
5055,13,12,5,5,2,21,6,4,4,0,1,2,2,2,0,7,6,0
5056,28,135,43,17,61,40,31,7,11,8,12,6,7,9,13,4,5,0
5057,41,22,19,16,6,9,4,9,9,4,0,0,1,0,1,1,2,1
5058,19,7,2,18,3,7,3,3,0,1,0,0,28,0,0,4,3,0
5059,34,9,54,90,21,12,13,33,4,28,3,0,9,2,1,2,0,0
5060,18,43,12,10,6,13,10,2,3,7,6,7,6,12,3,1,6,2
5061,25,157,23,11,35,41,19,5,8,6,51,45,3,24,15,1,2,0
5062,8,10,3,3,6,3,5,0,3,1,0,0,0,0,1,0,1,2
5063,44,42,14,9,8,35,16,0,9,5,18,10,2,13,8,2,1,0
5064,69,18,14,17,9,5,5,23,11,4,4,1,4,1,1,2,1,3
5065,68,103,65,51,57,44,52,14,24,13,47,35,18,30,22,4,11,0
5066,17,9,5,4,3,4,3,2,3,2,2,0,1,1,1,0,1,0
5067,16,7,3,4,1,8,2,0,5,2,3,2,3,10,0,1,0,0
5068,54,14,6,4,2,6,4,2,3,0,1,0,1,1,1,1,0,0
5069,6,2,0,12,1,1,0,8,1,0,0,0,7,0,0,20,0,0
5070,179,214,115,62,72,64,61,46,30,15,15,15,15,15,17,8,6,16
5071,24,20,52,17,20,12,26,6,6,0,2,1,3,1,5,0,0,0
5072,4,27,29,9,42,6,17,2,5,3,7,0,0,0,5,0,2,0
5073,10,4,4,9,9,4,2,2,0,0,1,0,7,0,7,5,0,0
5074,344,262,145,141,60,114,52,84,46,44,25,22,39,21,16,14,10,12
5075,8,9,21,19,44,1,8,6,3,9,1,1,5,1,2,10,1,0
5076,39,79,20,13,10,19,7,6,4,2,2,3,3,3,1,0,0,7
5077,184,129,52,94,38,51,17,50,19,69,5,2,29,3,8,17,4,9
5078,10,24,21,5,39,7,19,1,5,3,4,0,1,2,6,0,1,0
5079,49,14,10,7,5,1,5,3,8,3,5,1,1,3,2,1,0,1
5080,20,30,16,15,6,7,9,8,3,8,4,2,2,2,1,0,3,1
5081,29,61,18,14,9,25,11,3,8,2,11,6,1,3,1,0,2,0
5082,120,88,19,16,16,38,18,8,25,5,4,4,5,8,5,4,6,11
5083,136,97,68,80,14,51,19,38,25,11,9,6,17,8,2,3,2,0
5084,45,179,55,23,30,30,55,11,10,8,75,22,3,17,22,1,3,0
5085,134,78,32,21,10,40,22,18,28,3,5,1,7,9,2,5,10,1
5086,88,53,20,22,11,26,14,12,21,6,8,5,3,4,3,6,5,4
5087,109,125,84,60,33,45,30,15,19,19,16,10,6,5,7,2,3,0
5088,7,4,15,10,27,1,7,0,5,7,1,0,1,0,3,1,0,0
5089,12,20,3,2,1,10,1,2,5,0,3,3,1,3,0,0,1,3
5090,183,147,89,64,75,60,54,27,29,30,15,13,17,12,22,6,6,4
5091,116,98,101,52,50,48,53,23,24,9,17,7,15,7,12,4,3,2
5092,30,20,18,5,2,29,8,4,9,2,12,7,1,22,0,0,2,0
5093,30,5,10,9,3,7,5,3,6,1,3,2,1,2,0,0,3,1
5094,25,7,36,22,14,6,9,10,16,6,0,2,2,0,1,1,0,0
5095,25,11,3,7,4,3,4,1,7,2,1,1,5,0,2,3,0,0
5096,103,106,64,39,53,27,36,28,19,13,10,3,19,7,8,8,1,0
5097,71,58,13,18,11,15,8,7,14,9,2,2,5,3,2,3,4,0
5098,65,53,36,35,26,27,21,9,19,22,12,3,9,20,7,4,10,0
5099,30,96,63,42,21,14,24,14,7,61,13,13,9,6,6,1,3,0
5100,405,280,103,102,74,111,76,52,51,29,91,41,37,54,29,13,18,11
5101,15,13,15,8,10,4,5,8,3,4,6,4,3,3,1,1,0,1
5102,61,43,46,25,24,15,19,11,20,13,6,4,3,4,4,2,2,0
5103,61,60,170,118,99,29,72,41,26,22,9,3,21,6,12,5,6,0
5104,21,9,32,18,12,8,11,5,9,4,0,0,1,0,2,0,0,0
5105,54,17,12,17,10,13,4,3,9,11,4,6,9,3,2,2,2,1
5106,13,43,13,12,6,17,13,0,2,0,27,12,6,6,2,0,1,0
5107,305,255,133,66,84,108,63,31,36,11,22,18,19,25,15,3,6,2
5108,191,183,29,21,42,59,32,16,18,6,48,29,9,32,10,2,5,2
5109,42,50,34,14,13,31,26,6,10,1,25,16,5,33,5,2,3,0
5110,14,5,6,3,4,3,5,3,9,0,0,0,0,1,1,2,2,0
5111,449,285,51,105,36,136,29,39,41,42,40,23,28,57,15,16,7,7
5112,76,52,98,84,115,42,79,23,13,30,13,5,58,6,13,20,24,0
5113,295,135,121,91,68,131,44,72,46,31,6,1,29,15,16,18,25,0
5114,34,56,26,5,23,28,40,5,12,2,66,36,1,20,24,0,2,0
5115,25,7,7,8,4,2,3,8,3,0,2,1,3,0,2,2,1,1
5116,13,12,1,3,1,2,1,1,0,0,2,0,1,0,0,0,0,0
5117,7,10,3,4,3,3,0,0,1,2,2,0,1,0,1,0,0,0
5118,40,17,77,53,31,11,29,6,22,1,7,5,5,0,3,0,3,0
5119,8,21,1,1,1,8,1,0,3,0,0,0,0,1,0,0,0,0
5120,55,46,57,73,32,29,52,23,11,8,14,10,13,24,6,10,5,2
5121,44,85,79,41,16,28,25,14,7,3,3,5,8,1,5,0,3,0
5122,9,8,5,7,10,2,2,0,1,1,1,1,1,0,1,0,0,0
5123,33,44,28,25,11,9,8,11,1,5,3,2,2,1,1,0,1,0
5124,148,73,21,41,18,53,15,18,21,3,16,16,14,15,5,14,3,4
5125,14,11,1,5,0,6,2,3,6,1,1,1,3,0,0,6,0,0
5126,62,83,19,13,5,43,7,14,9,5,4,4,4,5,1,0,1,0
5127,13,7,27,14,44,2,20,2,4,2,0,1,1,0,3,1,0,0
5128,33,18,31,26,15,7,20,10,10,8,3,5,10,7,4,7,8,1
5129,26,25,35,35,50,8,21,5,6,6,14,7,15,3,7,4,0,0
5130,17,2,6,2,3,2,5,3,6,0,1,0,1,0,2,1,2,0
5131,142,156,115,81,63,134,55,27,21,24,19,8,11,5,22,3,5,0
5132,32,9,7,10,5,8,4,8,11,1,0,0,4,2,1,4,1,0
5133,35,24,15,10,5,7,10,5,2,3,2,3,1,0,2,0,0,0
5134,49,23,20,21,9,10,3,9,6,5,5,3,4,1,2,3,3,0
5135,33,44,13,1,12,14,8,1,11,1,7,3,0,1,5,0,0,0
5136,92,75,55,45,41,41,26,20,16,8,9,6,9,5,8,2,1,0
5137,22,54,25,22,15,10,15,4,3,43,12,8,4,2,3,0,0,0
5138,58,55,48,28,29,22,26,11,11,16,21,11,3,10,8,1,4,0
5139,97,44,14,10,0,27,4,16,7,1,0,0,2,0,0,0,1,0
5140,133,133,105,53,50,60,65,13,26,19,33,19,6,8,18,3,5,0
5141,3,7,32,16,35,2,15,2,4,4,2,2,2,0,2,0,0,0
5142,87,132,116,24,50,43,124,12,53,9,41,10,3,33,26,1,12,0
5143,38,43,46,31,20,14,13,10,6,3,4,4,3,3,1,0,3,0
5144,9,10,7,9,1,4,2,3,0,1,3,3,1,2,0,0,0,0
5145,7,8,3,8,1,1,1,0,2,1,1,0,2,0,0,0,0,0
5146,22,5,1,4,0,0,0,1,0,1,0,0,2,0,0,0,0,0
5147,14,2,12,29,3,3,2,9,1,2,1,1,3,0,0,2,0,2
5148,54,41,21,28,6,15,3,12,6,3,0,1,9,0,0,1,0,0
5149,11,12,10,7,4,4,3,1,1,0,0,0,1,1,1,1,0,0
5150,12,13,14,4,7,20,5,4,3,0,2,2,1,0,0,1,0,0
5151,32,41,23,29,28,9,24,4,1,71,25,7,6,1,34,0,0,0
5152,7,11,6,6,4,3,2,2,2,2,5,4,1,3,1,0,0,0
5153,244,255,51,24,31,88,29,33,28,10,25,2,6,15,10,0,7,1
5154,13,7,18,10,8,4,6,4,3,1,2,1,0,0,2,0,0,0
5155,7,7,17,10,7,2,4,0,4,1,0,0,1,0,0,0,1,0
5156,145,113,80,57,46,63,40,34,29,13,11,7,7,11,7,5,3,0
5157,31,36,15,23,16,25,10,7,8,1,6,8,7,8,3,7,2,0
5158,65,52,25,33,20,27,21,10,17,48,34,29,6,24,4,3,5,1
5159,6,3,10,6,5,2,4,1,0,1,2,1,1,1,2,0,0,0
5160,19,13,1,3,2,6,2,3,1,1,3,0,0,2,1,0,0,0
5161,99,103,104,75,57,28,64,48,34,8,38,20,15,13,27,10,8,3
5162,11,7,25,15,6,2,7,0,2,1,1,0,0,0,1,0,2,0
5163,153,275,74,44,68,107,46,27,35,41,50,28,28,63,17,6,7,3
5164,45,21,12,6,3,14,7,4,41,0,2,1,1,2,0,1,1,1
5165,60,51,9,7,6,13,6,5,14,2,7,5,2,3,3,1,2,1
5166,56,24,19,23,16,13,11,8,21,12,2,1,7,2,1,5,15,2
5167,35,33,53,42,74,6,34,15,8,25,18,2,4,2,25,4,1,0
5168,7,16,2,0,2,6,2,0,2,0,3,2,0,0,0,0,0,0
5169,57,23,44,39,21,15,14,15,10,4,1,0,4,4,4,1,1,0
5170,27,27,13,15,9,3,7,9,4,4,2,8,2,1,1,4,2,2
5171,7,9,21,4,9,2,10,5,5,0,1,0,0,0,3,0,1,0
5172,179,229,73,48,39,92,57,39,20,4,35,16,16,23,15,8,7,2
5173,25,39,85,43,28,13,30,10,20,6,24,16,2,7,3,0,2,0
5174,12,5,2,2,1,0,1,1,0,0,1,1,0,0,0,1,1,1
5175,14,11,10,6,4,5,5,0,2,1,0,1,0,0,2,0,0,0
5176,6,28,17,3,10,2,12,5,2,0,8,7,0,1,2,0,1,0
5177,22,33,68,43,15,15,21,11,5,2,2,0,2,0,1,0,1,0
5178,68,216,32,21,22,41,16,17,7,13,18,11,7,19,7,3,5,1
5179,16,9,18,12,5,5,3,9,2,0,5,4,3,0,1,1,0,1
5180,63,22,17,22,5,11,8,14,18,7,9,5,12,6,2,10,3,0
5181,17,20,14,9,10,10,8,1,6,2,3,5,1,1,3,1,0,0
5182,106,137,49,50,37,63,42,11,13,24,27,10,14,14,13,3,5,1
5183,23,48,30,41,12,24,10,7,3,7,5,7,7,2,2,2,1,0
5184,139,116,47,59,16,42,9,39,8,13,7,8,11,2,0,3,2,11
5185,100,111,49,42,20,31,24,16,15,17,39,17,13,15,6,4,10,2
5186,18,16,33,20,51,8,20,2,5,4,0,1,2,3,5,3,1,0
5187,30,30,50,22,63,12,26,11,10,8,9,8,3,4,4,1,1,0
5188,24,35,16,7,17,10,22,2,5,3,33,12,0,6,2,0,2,0
5189,11,10,13,8,26,5,7,2,5,3,2,1,4,0,4,2,2,0
5190,8,17,6,3,6,4,7,0,3,2,29,19,0,11,3,0,0,0
5191,16,7,10,11,6,5,6,3,5,2,4,3,3,1,0,1,3,0
5192,7,9,8,2,6,4,4,0,1,0,4,2,3,0,1,1,2,0
5193,78,107,43,26,48,35,23,10,14,5,8,7,5,5,6,7,1,2
5194,23,41,14,10,9,11,11,8,4,2,2,2,2,2,2,2,0,2
5195,34,20,7,12,3,10,5,8,11,1,0,1,4,4,0,8,2,1
5196,33,59,4,3,3,16,4,7,1,0,1,1,1,0,0,0,0,0
5197,27,33,26,17,7,10,12,9,8,1,6,4,5,9,1,22,38,1
5198,110,175,31,27,28,51,15,16,8,10,19,10,6,9,9,2,3,6
5199,13,15,12,10,3,7,4,4,4,2,2,1,1,1,1,1,0,0
5200,12,19,13,15,17,10,15,2,3,0,27,15,2,11,13,3,0,0
5201,52,31,16,16,7,17,11,4,19,6,2,1,6,7,1,7,4,2
5202,7,12,16,3,4,2,3,5,2,1,0,0,0,0,1,0,18,0
5203,11,9,8,4,4,6,4,3,11,0,4,3,1,8,1,3,10,0
5204,7,17,18,7,21,3,16,3,0,9,1,0,2,0,4,0,1,0
5205,76,78,123,123,89,27,50,24,18,97,25,15,15,21,9,3,2,1
5206,16,9,11,3,2,5,2,2,3,1,4,3,0,1,1,0,0,1
5207,12,13,4,2,2,18,4,2,1,0,1,1,1,2,2,1,0,0
5208,33,20,42,55,42,7,13,11,8,15,5,7,5,1,1,3,0,0
5209,79,21,43,39,7,11,13,26,15,3,2,1,15,2,1,3,5,0
5210,30,11,19,12,14,14,5,3,7,1,2,2,1,3,1,3,0,0
5211,28,44,31,15,47,18,19,4,8,6,4,1,2,3,9,1,2,2
5212,19,9,3,9,4,5,3,8,3,1,0,1,3,1,0,7,1,3
5213,13,13,12,8,3,2,2,4,1,2,2,1,0,0,0,0,0,0
5214,15,11,5,4,3,6,2,3,5,0,1,0,1,2,2,1,1,0
5215,9,4,3,3,1,3,4,3,1,0,2,3,1,1,2,2,0,0
5216,8,10,4,4,3,1,1,0,1,1,2,1,0,0,0,0,0,0
5217,27,28,52,53,61,11,23,11,7,14,8,9,7,3,7,5,0,0
5218,4,12,12,1,11,4,21,1,1,2,17,2,0,2,35,0,0,3
5219,29,15,89,57,51,11,35,15,9,6,1,1,6,0,4,2,1,0
5220,306,246,120,112,75,89,74,49,29,81,42,17,24,17,23,8,5,10
5221,14,4,3,12,4,3,1,4,1,0,1,0,13,0,1,7,0,0
5222,79,143,71,29,54,52,49,13,18,15,41,21,11,27,18,3,5,4
5223,72,98,38,31,36,28,17,17,12,13,7,13,4,5,6,3,0,1
5224,7,10,9,2,6,1,6,0,0,5,8,6,1,2,1,2,1,0
5225,48,94,53,45,58,17,32,22,8,27,16,11,10,6,10,4,4,2
5226,31,19,51,21,15,13,11,11,11,2,0,0,2,1,2,0,3,1
5227,20,25,129,73,55,11,38,19,10,9,7,0,3,0,5,0,2,0
5228,12,7,4,4,3,3,1,3,6,0,0,0,0,0,0,0,1,0
5229,16,19,22,26,23,2,11,4,2,13,5,4,1,0,1,1,1,0
5230,37,23,60,42,24,29,22,16,13,3,9,5,1,10,12,1,3,0
5231,12,5,16,3,5,3,3,3,6,0,3,3,0,0,1,0,5,1
5232,13,35,77,33,58,11,42,9,11,8,19,24,7,7,8,5,3,0
5233,63,35,14,16,7,14,6,16,7,2,6,7,3,1,2,2,1,3
5234,88,132,20,14,24,43,10,24,7,5,8,5,4,6,6,3,0,8
5235,9,18,10,5,13,4,7,2,6,3,2,3,0,0,1,2,0,0
5236,57,33,31,38,21,14,18,10,11,3,10,5,7,2,6,1,3,0
5237,10,12,34,15,16,5,30,2,3,4,4,3,1,1,3,1,1,0
5238,4,6,1,4,1,7,0,2,1,0,4,3,0,13,2,0,0,0
5239,133,112,44,40,21,52,22,24,16,17,13,8,10,10,6,4,0,5
5240,14,25,3,2,1,16,1,1,1,0,0,0,0,0,1,0,0,0
5241,45,53,9,7,19,31,9,1,5,1,5,4,2,2,2,0,1,0
5242,40,20,39,29,55,8,17,20,9,7,6,6,5,2,8,2,1,0
5243,4,11,13,4,23,1,11,0,3,1,3,1,0,0,4,0,1,0
5244,9,5,11,7,7,4,21,1,4,1,9,1,2,1,4,2,0,0
5245,16,14,3,6,2,4,0,2,0,0,0,0,2,1,0,0,0,0
5246,52,72,14,21,7,17,2,7,3,8,2,1,1,1,1,0,3,1
5247,10,16,2,3,2,5,2,0,0,5,2,0,1,1,0,0,0,0
5248,17,93,8,3,5,34,8,3,3,1,5,3,1,7,6,0,2,0
5249,105,107,146,120,54,83,63,46,18,9,7,2,19,1,4,5,4,0
5250,134,94,45,53,36,70,25,16,15,54,32,16,10,15,21,4,2,0
5251,77,66,21,22,19,29,16,11,7,9,9,7,6,4,4,4,3,1
5252,43,7,9,10,5,3,3,12,5,3,1,0,4,1,1,4,0,8
5253,74,25,20,29,14,20,20,10,30,10,24,18,17,15,7,9,2,0
5254,16,26,34,27,19,10,12,7,6,8,2,1,3,1,0,0,0,0
5255,59,50,28,21,9,21,17,12,16,4,20,14,9,7,1,7,5,1
5256,301,319,207,123,94,146,109,54,47,32,64,26,29,40,23,6,19,3
5257,28,52,10,19,19,21,7,6,3,6,2,4,7,7,1,7,1,0
5258,7,2,11,5,1,3,0,3,0,2,0,1,1,2,0,1,1,0
5259,28,4,7,6,3,3,3,5,2,0,1,0,1,1,0,0,0,0
5260,89,82,28,18,19,33,16,9,19,28,11,2,12,13,11,6,15,10
5261,59,11,54,25,17,10,17,14,12,3,2,0,3,0,3,5,4,0
5262,19,24,10,10,5,7,4,2,0,3,7,5,3,9,2,1,1,0
5263,35,24,95,32,35,14,28,13,17,9,2,3,4,4,2,2,8,0
5264,50,71,45,29,23,17,28,13,14,16,9,8,3,2,9,4,1,1
5265,161,67,25,45,27,34,22,23,23,23,12,9,22,9,11,17,1,4
5266,20,5,3,11,2,1,2,6,2,1,0,0,6,0,1,1,0,0
5267,44,39,11,17,6,17,8,5,4,5,6,6,5,4,2,3,1,1
5268,125,215,184,93,65,161,74,38,20,54,20,21,17,20,17,1,7,1
5269,145,135,55,53,30,30,18,56,10,20,7,4,18,9,7,7,3,4
5270,23,16,40,29,51,6,22,7,6,29,6,3,5,3,13,5,1,0
5271,200,134,92,103,24,135,29,51,21,11,10,8,24,13,8,15,4,3
5272,27,55,30,11,25,18,20,4,10,3,1,1,0,3,2,0,0,0
5273,137,148,25,20,13,70,19,22,42,5,14,8,9,24,6,20,17,1
5274,20,7,2,7,2,1,3,1,2,3,0,1,0,0,0,0,0,0
5275,88,16,8,8,9,10,5,9,7,0,6,0,0,2,2,0,1,3
5276,25,34,24,13,8,14,8,9,6,2,7,6,1,3,2,2,1,0
5277,104,102,92,60,46,54,48,21,29,22,28,21,10,30,12,5,6,3
5278,50,43,65,45,85,35,36,13,15,15,13,4,8,3,17,2,4,1
5279,31,17,6,2,1,36,5,3,6,0,1,0,1,4,0,0,0,0
5280,11,8,6,4,2,2,2,1,1,2,1,1,0,1,1,0,0,0
5281,85,128,81,22,37,48,43,14,16,5,10,1,0,8,12,0,17,0
5282,50,216,25,12,22,64,30,8,7,5,94,77,3,34,17,1,5,0
5283,55,79,117,43,97,26,97,12,13,13,62,50,6,27,16,7,11,0
5284,28,20,24,10,9,14,10,11,8,2,6,5,0,1,10,1,7,3
5285,13,21,11,11,4,4,3,2,3,2,0,0,1,4,1,0,0,0
5286,52,162,24,8,7,43,14,9,8,5,8,4,4,9,3,0,3,2
5287,54,105,61,22,28,38,37,5,13,11,11,3,0,6,10,1,7,0
5288,25,14,3,2,0,12,1,0,4,0,1,1,1,3,0,0,0,1
5289,204,146,68,55,58,79,51,29,27,27,26,25,30,48,12,20,10,13
5290,22,11,4,6,3,3,4,3,2,9,0,0,0,0,1,0,0,1
5291,38,19,8,8,5,13,5,5,10,1,2,4,5,1,2,2,2,1
5292,19,7,6,4,5,8,1,3,4,1,1,1,2,0,1,2,1,0
5293,26,23,21,13,15,9,11,7,5,1,6,8,0,3,1,2,3,1
5294,35,65,39,23,56,26,25,7,7,9,22,20,12,11,7,6,1,1
5295,7,10,5,4,4,3,5,1,1,1,4,3,0,2,1,0,1,0
5296,38,33,7,10,2,18,5,9,7,2,1,0,4,2,0,0,2,0
5297,6,5,15,22,3,2,2,6,2,1,0,0,3,0,0,0,0,0
5298,12,10,33,12,51,3,18,2,5,1,9,2,1,1,7,1,1,0
5299,11,10,12,13,23,3,8,3,3,3,14,12,4,19,3,9,0,0
5300,106,155,31,33,45,27,17,21,18,11,11,9,11,10,6,16,2,22
5301,41,44,43,31,29,16,20,10,11,14,18,15,3,9,4,4,7,0
5302,83,121,19,11,10,63,28,3,3,2,73,25,2,24,13,0,1,0
5303,41,8,7,3,0,5,1,5,6,1,0,0,2,0,0,2,0,0
5304,18,14,5,5,3,2,2,4,2,0,2,2,1,0,1,1,0,0
5305,112,99,38,54,32,44,23,18,14,25,22,15,13,17,7,1,1,1
5306,224,247,150,153,94,134,83,34,26,23,64,26,38,29,20,16,3,0
5307,4,11,31,15,42,3,29,1,2,2,11,0,0,0,22,0,1,0
5308,12,9,19,11,23,1,7,3,4,3,0,0,1,1,0,0,8,0
5309,7,10,4,5,3,0,2,3,3,0,1,1,0,0,0,0,0,0
5310,44,33,6,14,3,33,3,8,10,2,0,0,6,6,0,14,3,0
5311,12,13,10,10,5,3,5,7,3,1,7,3,4,0,3,2,1,1
5312,194,300,202,131,122,104,106,51,38,79,48,26,22,38,23,10,10,3
5313,51,18,9,6,6,17,4,4,9,2,7,5,2,15,4,3,1,1
5314,8,8,3,5,4,2,4,1,0,1,0,0,0,0,1,0,1,0
5315,14,13,5,8,1,7,2,2,3,2,2,1,5,2,0,3,0,0
5316,10,19,4,1,5,5,4,1,2,4,6,7,3,1,1,1,1,1
5317,294,199,48,85,27,113,46,38,24,22,24,10,27,20,11,8,4,1
5318,22,24,86,32,35,11,35,9,11,8,2,1,1,1,5,0,0,0
5319,92,128,110,79,110,37,68,26,13,49,39,33,14,18,28,5,7,0
5320,4,8,2,1,0,3,2,1,2,0,16,17,0,9,2,0,0,0
5321,117,126,58,37,32,51,42,27,19,17,16,9,10,9,12,5,5,8
5322,32,59,25,12,17,16,22,5,4,3,7,6,0,2,9,1,1,1
5323,74,85,59,42,57,26,25,21,13,18,11,12,9,5,5,24,4,16
5324,77,44,48,49,17,23,29,23,11,6,5,5,12,0,5,3,5,0
5325,27,9,4,12,6,3,2,1,2,4,1,1,4,1,0,1,1,1
5326,55,52,14,25,13,15,10,11,8,5,4,3,6,1,2,3,2,5
5327,33,82,61,21,27,17,44,13,9,8,18,6,5,6,13,4,5,0
5328,47,10,3,9,2,5,0,6,2,5,0,0,2,1,0,1,0,1
5329,292,183,69,88,39,91,40,40,24,40,11,8,22,17,11,11,3,2
5330,53,9,7,7,2,12,2,11,8,2,0,0,2,1,2,2,0,0
5331,31,44,14,8,4,20,5,5,4,2,5,4,1,2,5,0,2,0
5332,15,10,69,25,18,6,22,5,7,3,0,0,2,0,2,0,2,0
5333,393,293,123,133,55,226,76,38,31,24,56,21,33,31,17,10,12,3
5334,32,16,3,7,0,9,2,4,2,0,3,2,1,1,0,0,0,1
5335,71,55,29,28,15,23,13,12,13,7,6,5,7,4,4,5,2,6
5336,10,2,39,16,7,4,20,3,6,3,0,0,1,0,0,0,2,0
5337,26,91,48,10,30,39,72,7,7,4,33,24,3,18,24,1,2,0
5338,10,15,52,25,99,3,34,2,8,16,6,4,3,1,11,2,0,0
5339,26,20,69,27,42,12,36,8,13,5,9,9,1,3,10,2,1,0
5340,142,69,11,17,1,79,4,13,7,1,0,1,5,1,1,4,2,10
5341,42,53,18,12,12,23,20,5,2,14,22,9,0,8,8,1,1,2
5342,44,28,51,24,22,29,22,6,15,4,6,4,1,2,3,0,7,0
5343,11,15,5,6,1,4,2,5,2,0,16,13,1,11,1,1,0,0
5344,116,65,20,14,11,43,11,9,19,6,9,7,4,9,4,0,3,5
5345,74,218,137,62,45,66,49,30,11,12,11,6,7,7,7,0,6,0
5346,25,10,7,5,5,7,6,3,7,2,13,16,2,8,0,2,0,0
5347,55,135,96,65,65,46,35,11,10,7,11,8,6,5,5,2,3,0
5348,1,17,9,15,8,0,3,2,1,45,0,0,2,1,0,0,0,0
5349,145,108,14,20,9,60,10,7,9,4,4,2,7,2,1,1,3,3
5350,52,38,152,59,52,17,65,28,20,7,20,21,7,8,22,9,5,0
5351,9,3,14,3,8,4,19,0,4,0,3,0,0,1,2,0,2,0
5352,61,76,34,20,23,44,27,12,8,13,32,18,6,21,13,2,8,0
5353,86,24,19,21,12,19,7,14,14,6,3,1,7,3,2,5,2,0
5354,13,5,36,19,14,5,14,1,2,0,1,0,1,0,2,0,4,0
5355,81,51,47,30,28,23,62,11,24,11,15,5,4,4,11,1,3,0
5356,3,6,7,9,9,0,3,1,1,37,2,0,1,0,1,0,0,0
5357,14,24,9,11,3,7,4,4,0,4,3,2,2,0,1,0,0,0
5358,9,7,19,3,3,3,6,3,9,0,0,0,1,1,0,0,2,0
5359,176,125,193,121,87,53,98,61,32,29,62,49,21,22,24,5,11,2
5360,11,12,11,11,9,3,5,0,2,4,4,2,0,1,1,0,0,0
5361,82,65,25,8,7,43,39,11,3,3,70,24,0,21,9,1,4,0
5362,33,32,6,17,3,20,6,3,7,4,2,2,4,19,0,11,1,2
5363,18,8,45,24,19,8,21,5,13,3,0,0,2,0,2,1,0,0
5364,129,148,110,100,29,62,31,33,22,21,14,4,18,9,8,3,3,0
5365,87,112,89,91,41,54,27,27,12,21,16,8,15,3,3,3,1,1
5366,39,38,32,32,17,16,12,22,9,4,12,11,4,4,8,3,2,1
5367,355,410,303,200,147,147,166,85,60,98,125,64,40,49,45,19,24,8
5368,19,21,44,44,54,10,22,13,6,7,3,0,9,1,6,4,1,3
5369,106,85,76,64,17,29,19,31,13,2,5,3,6,4,2,5,2,13
5370,5,7,11,13,6,1,4,1,3,5,0,0,0,0,0,0,0,0
5371,175,112,42,50,27,39,18,21,22,14,10,10,13,12,8,6,5,4
5372,17,14,9,12,2,1,1,5,2,0,1,0,1,0,1,1,0,0
5373,6,9,23,4,11,6,10,1,4,2,1,1,0,0,2,0,1,0
5374,17,22,6,11,5,5,1,3,0,5,4,1,1,1,2,1,0,0
5375,7,22,6,2,4,2,4,4,0,1,5,3,1,2,1,0,0,0
5376,104,73,81,52,52,23,43,25,32,12,12,14,7,6,14,4,11,0
5377,22,15,8,7,4,6,6,6,0,2,2,0,1,0,2,0,0,0
5378,76,65,26,21,16,22,10,8,11,11,6,7,6,13,1,5,5,0
5379,10,12,10,6,5,2,5,1,0,2,4,3,0,2,3,0,0,0
5380,5,9,5,6,2,1,1,0,0,1,0,0,0,1,0,0,0,1
5381,6,19,3,3,1,3,1,2,2,1,2,2,0,1,1,0,0,0
5382,10,19,43,17,13,8,17,3,5,5,6,1,0,1,7,0,0,1
5383,5,10,6,4,6,3,5,2,2,1,4,2,3,3,1,1,0,0
5384,14,25,2,0,1,7,3,2,1,1,15,12,0,22,1,0,0,0
5385,21,10,22,7,18,1,11,3,3,2,1,0,0,0,3,0,0,0
5386,34,39,95,53,47,17,43,12,10,12,8,8,4,3,5,1,3,1
5387,252,244,142,136,88,155,91,45,26,85,42,30,41,42,19,20,7,12
5388,10,2,15,9,2,5,5,1,3,3,0,0,0,0,0,0,0,0
5389,28,34,66,36,105,7,30,5,9,24,5,2,4,1,8,3,3,0
5390,71,58,129,63,38,20,60,51,23,9,3,4,7,7,5,4,8,0
5391,8,5,8,4,3,2,1,0,0,1,2,0,1,0,0,0,2,1
5392,15,6,3,3,4,6,2,2,4,1,2,0,1,0,1,0,0,0
5393,207,36,26,16,2,40,9,19,19,1,9,0,7,3,1,1,1,0
5394,305,359,149,120,97,128,88,69,38,43,73,42,35,40,28,16,12,8
5395,42,48,14,25,11,29,15,6,7,6,7,4,18,3,4,6,1,1
5396,13,22,38,15,44,9,24,7,6,11,10,11,0,4,13,1,1,0
5397,143,144,94,109,41,41,34,56,24,40,16,11,14,17,7,8,6,2
5398,14,7,6,6,2,3,3,2,0,3,1,0,0,0,1,0,0,0
5399,16,14,30,18,42,5,14,3,3,4,1,1,2,0,2,1,2,0
5400,9,6,7,4,2,4,2,1,1,2,3,1,0,0,0,0,0,0
5401,95,56,6,7,5,25,12,6,4,2,33,15,6,12,14,0,1,1
5402,43,17,20,11,15,18,17,4,12,6,10,6,2,6,3,1,2,1
5403,31,47,57,49,39,16,42,16,10,20,24,18,12,10,10,1,1,1
5404,90,83,47,37,34,32,27,18,18,10,12,8,3,8,3,1,4,2
5405,70,33,14,22,6,33,2,10,4,3,0,0,4,1,1,2,1,2
5406,43,77,11,4,9,32,11,3,9,0,26,13,3,12,6,1,1,1
5407,16,7,2,5,1,8,1,4,6,2,0,0,3,0,0,3,1,0
