ID,Age,Location,Seniority-Book
149428,28,spain,2004
149455,25,italy,1990
149485,22,spain,1989
149491,27,spain,1998
149507,38,france,2000
149544,70,france,2000
149547,31,spain,2003
149548,24,italy,1990
149564,21,spain,2000
149613,18,france,1971
149625,28,spain,1995
149634,28,spain,2001
149637,32,italy,1997
149640,22,new zealand,1994
149644,25,france,1990
149647,27,spain,2002
149690,35,australia,2000
149707,17,spain,1999
149845,27,france,2000
149875,18,new zealand,1996
149927,31,australia,1998
149941,21,australia,2001
149967,57,australia,1990
149976,24,australia,1999
150002,27,italy,1998
150023,24,france,1976
150049,23,france,1980
150051,26,switzerland,1999
150078,16,spain,2000
150079,15,new zealand,1990
150084,26,spain,2001
150092,30,france,2004
150110,52,italy,2003
150111,16,france,1985
150201,19,spain,1971
150251,31,australia,1991
150275,66,new zealand,1989
150333,47,australia,1982
150338,58,spain,1985
150403,21,australia,1990
150444,32,italy,1995
150479,39,australia,1977
150547,26,italy,2001
150598,36,spain,2000
150601,23,france,1988
150702,31,spain,2000
150761,36,italy,1990
150762,29,spain,2000
150817,48,australia,2003
150872,53,france,2003
150916,30,switzerland,1999
151050,33,italy,2002
151068,28,australia,2000
151156,31,italy,1996
151186,31,spain,1996
151188,23,spain,2001
151205,17,spain,2000
151335,19,spain,1982
151420,22,spain,2003
151441,35,spain,1997
151524,20,australia,1999
151562,49,new zealand,2004
151622,30,australia,2000
151630,41,italy,2001
151686,61,new zealand,2000
151707,52,france,1998
151730,14,switzerland,1990
151764,20,spain,2002
151806,50,new zealand,1986
151871,50,france,1994
151882,17,new zealand,1985
151888,46,italy,1990
151895,34,switzerland,2001
152029,42,new zealand,2000
152107,42,spain,2002
152116,53,spain,1978
152131,65,australia,1990
152155,26,australia,2000
152217,40,spain,1984
152241,35,spain,2002
152357,20,switzerland,1990
152364,27,spain,1997
152404,34,italy,1994
152410,32,switzerland,2001
152428,26,new zealand,2000
152532,26,switzerland,2003
152570,42,australia,1987
152584,32,australia,1990
152587,17,australia,1984
152630,16,australia,2004
152653,14,australia,1991
152709,53,australia,1990
152799,37,australia,1995
152877,39,spain,1998
152881,33,spain,2002
152891,30,spain,1990
152933,19,spain,1974
152952,27,new zealand,1988
152989,20,australia,1996
152997,33,australia,2004
153025,39,spain,2000
153026,27,spain,1996
153064,24,france,2002
153079,26,spain,1998
153103,20,spain,1994
153118,28,spain,2000
153120,31,spain,1976
153128,28,france,2000
153190,34,italy,2001
153324,25,australia,2003
153348,64,australia,1978
153455,24,france,1999
153466,30,australia,2004
153544,37,italy,2002
153552,28,spain,2000
153616,15,spain,2004
153621,29,spain,1996
153666,23,australia,1996
153773,25,italy,1990
153777,42,italy,2001
153842,42,spain,1996
153863,41,italy,2000
153874,31,italy,1995
153892,29,australia,1996
153915,17,france,1990
153977,28,australia,1995
153997,17,spain,1998
154061,44,italy,1996
154069,26,spain,1998
154165,33,australia,1993
154299,23,spain,2003
154300,46,australia,1997
154315,28,italy,1996
154375,32,spain,2002
154399,65,australia,1971
154404,18,france,1999
154412,55,switzerland,1995
154417,24,france,1990
154423,52,australia,2004
154444,26,spain,1999
154506,27,italy,2001
154511,31,switzerland,1999
154550,24,spain,1998
154558,24,italy,1990
154588,31,spain,1989
154701,31,spain,2003
154962,50,australia,1983
154993,54,italy,1993
155047,41,france,2003
155057,29,switzerland,2002
155156,20,australia,1997
155188,14,australia,2000
155192,31,australia,1998
155319,40,spain,1996
155355,22,france,1998
155356,58,switzerland,1993
155454,33,italy,2002
155457,30,spain,2002
155477,35,australia,1993
155524,31,australia,1992
155576,28,italy,1990
155577,26,france,2002
155585,51,france,2001
155627,49,spain,1996
155639,14,france,2000
155712,29,australia,2003
155753,34,italy,1995
155769,24,spain,1998
155772,29,italy,1995
155862,31,spain,1996
155888,42,italy,1982
155906,35,new zealand,1997
155916,27,australia,2000
155930,62,australia,2003
155968,63,spain,2002
155980,15,australia,1995
155993,28,spain,1996
156033,19,switzerland,1988
156050,33,switzerland,1999
156062,56,france,2003
156071,30,italy,1997
156074,24,italy,1990
156108,39,spain,1999
156132,64,spain,1995
156170,28,italy,1990
156186,31,france,2000
156221,21,spain,1995
156230,31,spain,2003
156243,40,italy,2002
156390,39,spain,1981
156391,38,spain,1995
156411,39,spain,2001
156502,33,spain,1998
156584,55,australia,2003
156608,48,france,2002
156679,14,spain,1995
156717,53,france,1992
156765,24,spain,2000
156840,36,italy,1990
156894,52,spain,2000
156929,52,spain,1991
156947,34,spain,1998
156972,26,france,1996
156994,28,switzerland,2003
156999,47,france,1996
157013,24,france,2000
157014,27,spain,1989
157038,51,spain,1993
157068,29,italy,2000
157082,25,france,1993
157228,24,spain,1991
157240,21,australia,2003
157254,44,australia,2000
157280,25,france,2002
157296,26,spain,1995
157312,33,france,2003
157313,23,france,1998
157347,32,spain,1974
157417,50,australia,1968
157431,44,spain,1999
157439,36,spain,1989
157441,38,italy,2002
157468,17,spain,2003
157486,37,italy,1995
157607,23,spain,1990
157655,45,australia,1997
157667,36,spain,2003
157680,19,france,2001
157686,21,australia,1996
157744,34,new zealand,1993
157783,33,australia,2004
157812,26,france,1992
157832,23,spain,1984
157961,40,spain,1997
158004,26,italy,1996
158049,21,spain,1991
158063,45,switzerland,2001
158078,38,italy,1998
158156,29,spain,1995
158161,26,france,2001
158211,33,spain,2003
158216,17,spain,1984
158266,24,spain,1998
158273,23,spain,2003
158294,33,australia,1980
158304,31,italy,1990
158325,42,new zealand,1995
158332,26,italy,1992
158379,20,australia,1999
158380,29,spain,2004
158419,50,switzerland,1998
158454,19,spain,1999
158528,35,france,2003
158533,34,italy,1993
158587,24,spain,2001
158591,50,new zealand,1999
158594,104,australia,2000
158601,55,australia,2004
158627,32,spain,2003
158656,37,australia,1994
158669,30,australia,1998
158962,29,france,2000
158965,23,italy,1998
158972,24,spain,1996
158998,21,france,1997
159020,29,new zealand,1990
159050,19,australia,1999
159052,42,new zealand,1990
159053,33,italy,1999
159073,27,spain,2000
159103,14,australia,1997
159180,24,spain,2001
159238,21,france,2002
159274,25,spain,2001
159325,47,spain,2003
159327,44,spain,1987
159345,46,australia,2000
159360,25,france,1990
159365,19,france,2002
159394,21,france,1990
159405,21,france,2003
159409,63,new zealand,1994
159429,53,italy,1996
159440,27,france,1998
159488,24,new zealand,1993
159489,46,new zealand,1990
159513,36,australia,1997
159568,28,italy,2003
159578,35,italy,1994
159588,19,italy,1990
159592,33,france,2000
159633,28,france,2003
159687,27,italy,1993
159755,47,australia,2004
159768,25,spain,1995
159777,72,australia,1993
159786,31,australia,2000
159886,19,spain,1983
159913,48,italy,2002
160038,31,france,1992
160061,14,australia,1996
160150,44,spain,1998
160270,57,australia,1987
160287,44,australia,1997
160330,18,spain,1985
160335,44,france,2003
160342,25,spain,2000
160432,49,france,2003
160475,24,spain,1995
160527,46,australia,2000
160536,25,spain,1994
160578,59,australia,2000
160643,22,france,1999
160646,39,spain,1999
160784,57,spain,2000
160917,61,australia,1990
160944,46,new zealand,2002
161098,31,spain,1981
161225,31,australia,1997
161330,36,spain,2003
161356,34,australia,1998
161480,26,france,2001
161539,18,new zealand,1997
161656,38,spain,1996
161661,46,australia,1985
161694,21,italy,1989
161706,40,new zealand,1990
161736,42,australia,1997
161884,13,australia,1998
161888,17,france,1990
161936,53,australia,2000
161966,49,australia,2004
161978,31,australia,2003
162017,41,australia,2001
162137,25,switzerland,2003
162143,20,new zealand,1997
162190,43,spain,1999
162194,34,spain,1998
162223,68,new zealand,2001
162233,35,switzerland,1990
162262,23,australia,1999
162268,28,italy,1990
162338,23,australia,1998
162429,42,australia,2002
162465,41,italy,2002
162467,25,spain,1993
162469,29,switzerland,1946
162476,27,italy,1990
162496,37,australia,1987
162520,22,france,1999
162547,26,spain,1996
162696,26,spain,1967
162871,23,france,1988
162924,24,france,1964
162929,44,france,2001
162934,28,spain,1997
162935,28,australia,2000
162944,14,australia,1997
162958,22,australia,2002
163075,20,spain,2004
163094,26,spain,1997
163124,24,switzerland,1999
163125,55,spain,2001
163135,20,spain,1998
163147,20,australia,1983
163150,38,italy,1991
163181,30,spain,1998
163210,22,spain,1992
163221,54,australia,1990
163363,22,france,2000
163401,18,australia,1990
163490,20,australia,2000
163501,48,spain,2003
163504,32,spain,2003
163506,18,spain,2001
163514,38,australia,2002
163529,33,france,2001
163548,33,spain,2003
163620,40,australia,1995
163621,16,spain,2002
163722,20,spain,1966
163727,41,australia,1995
163783,16,australia,2004
163785,26,spain,1998
163816,29,spain,2003
163824,17,france,2003
163935,36,italy,1991
163937,26,italy,2003
163948,41,australia,1986
163981,23,australia,1983
164003,27,france,1990
164008,26,spain,1998
164009,25,spain,1977
164085,21,australia,1993
164206,45,italy,1990
164210,41,switzerland,2000
164315,31,spain,2003
164326,60,france,2001
164364,36,spain,1982
164378,30,spain,2003
164413,27,spain,2003
164415,44,spain,1996
164455,43,spain,2002
164533,46,spain,2000
164539,34,france,2003
164561,37,italy,1984
164565,27,italy,1989
164686,23,spain,1998
164707,22,france,2003
164740,27,australia,1990
164754,33,italy,2002
164756,50,france,2002
164765,47,australia,1996
164781,26,italy,2004
164870,28,spain,1999
164872,33,italy,2002
164938,49,france,2002
164944,23,france,2000
164965,35,australia,1999
164968,34,italy,1998
164984,30,australia,1990
165000,39,spain,1996
165002,55,italy,1999
165015,29,new zealand,1999
165078,24,australia,2003
165092,29,spain,1990
165241,25,australia,1986
165281,18,australia,1999
165283,24,spain,2003
165327,19,spain,2002
165459,36,new zealand,1997
165496,29,spain,1966
165558,18,france,2000
165587,18,australia,2004
165610,61,france,1997
165629,15,australia,2000
165645,48,australia,1999
165733,34,italy,1990
165870,34,new zealand,2000
165924,27,spain,1982
165928,40,italy,2002
165934,20,italy,1990
165964,26,italy,1994
165998,21,spain,1999
166089,21,australia,1983
166142,47,australia,1987
166212,35,france,1967
166242,24,france,2002
166244,27,spain,2002
166245,36,italy,1990
166350,23,spain,1993
166353,20,france,2001
166363,23,france,1998
166380,18,france,1999
166399,29,australia,1995
166401,47,spain,2001
166416,36,italy,2004
166420,40,italy,1997
166432,24,spain,2002
166450,22,italy,1965
166469,18,france,2000
166487,103,spain,1993
166534,28,france,2001
166546,53,france,1994
166606,11,australia,1988
166622,24,australia,2001
166630,33,switzerland,2001
166651,21,australia,1998
166755,50,australia,2004
166761,42,australia,1998
166772,28,spain,1997
166782,68,australia,2000
166837,23,australia,2000
166855,25,switzerland,1990
166856,44,italy,1999
166860,49,france,2003
166862,17,france,1999
166878,48,spain,1998
166925,25,australia,1998
166967,24,new zealand,1983
167010,56,australia,2004
167012,44,france,1996
167137,20,spain,2001
167197,25,spain,1985
167201,35,italy,2002
167208,31,switzerland,2002
167254,22,spain,1997
167275,32,spain,1999
167305,27,new zealand,2002
167307,22,spain,2003
167402,54,spain,1992
167403,31,australia,1997
167415,49,spain,2003
167438,19,france,2001
167460,14,australia,2003
167478,28,australia,2001
167498,13,australia,1992
167509,26,australia,1995
167511,27,australia,1998
167517,25,italy,1999
167524,30,australia,2000
167550,15,australia,1997
167609,21,italy,1998
167646,56,australia,2001
167670,30,switzerland,2000
167737,57,australia,1986
167772,16,australia,1988
167810,15,australia,1998
167872,17,france,1990
167925,26,spain,1995
167928,27,new zealand,2002
167945,34,australia,1999
168003,27,australia,1995
168089,24,australia,1996
168129,22,france,2002
168165,30,australia,1990
168231,18,france,1997
168285,26,spain,2000
168287,24,switzerland,2001
168291,26,spain,1995
168387,32,australia,2001
168403,23,spain,1997
168419,26,australia,1999
168447,70,new zealand,1991
168509,32,australia,1996
168539,8,australia,2001
168575,19,spain,2003
168590,23,spain,1984
168672,27,australia,1968
168674,40,italy,1990
168708,34,spain,2003
168747,44,italy,1990
168861,21,spain,1999
168925,15,new zealand,1999
168970,15,australia,2002
168982,39,spain,1998
169047,22,new zealand,1986
169307,29,spain,1992
169321,24,switzerland,2002
169335,21,spain,1996
169371,18,australia,1981
169502,20,switzerland,1999
169503,34,australia,2003
169564,21,australia,1995
169582,39,australia,1998
169615,45,australia,2001
169772,29,switzerland,2003
169814,40,australia,2000
169829,42,australia,1998
169859,23,australia,1992
169874,25,spain,2003
169879,19,australia,2000
169911,25,spain,2003
169917,30,spain,2000
170039,29,spain,2002
170051,30,australia,2002
170118,32,spain,1997
170153,17,france,2002
170158,23,france,2001
170314,33,spain,2004
170315,31,spain,1994
170462,29,australia,1990
170469,24,australia,2002
170667,30,australia,1981
170695,23,italy,1993
170696,40,italy,2000
170988,19,spain,1991
170989,30,italy,1990
171150,23,spain,1999
171152,74,new zealand,1999
171169,52,switzerland,2002
171193,16,france,1990
171241,21,italy,1990
171269,23,new zealand,1992
171331,13,australia,2004
171340,39,spain,1997
171379,27,spain,1984
171539,23,spain,1997
171553,52,new zealand,1999
171569,29,france,2003
171584,17,france,1997
171605,34,australia,2002
171653,26,spain,2001
171703,41,new zealand,1999
171712,41,spain,1997
171715,39,spain,1982
171720,34,australia,1985
171724,32,australia,1995
171738,25,italy,1997
171869,60,australia,1994
171895,15,spain,1999
171904,28,spain,2000
172160,20,australia,1996
172181,25,australia,1999
172208,26,new zealand,1996
172230,41,spain,1999
172235,59,australia,2004
172248,35,australia,1990
172249,22,australia,1985
172290,69,australia,1989
172380,48,spain,1980
172387,25,france,1997
172425,22,australia,2002
172453,25,australia,1992
172469,21,france,2002
172472,38,italy,2002
172553,28,italy,1990
172634,100,spain,2000
172647,24,spain,1998
172648,27,france,1994
172680,26,spain,1996
172772,36,italy,1994
172814,33,italy,1994
172817,40,australia,1998
172888,57,france,1998
172904,58,italy,1990
173001,53,new zealand,2004
173131,25,australia,2003
173254,18,australia,1977
173260,58,switzerland,2003
173264,18,france,2001
173267,45,italy,1998
173412,34,new zealand,2000
173427,36,spain,1994
173460,32,spain,2003
173564,26,spain,2001
173593,18,new zealand,2000
173648,26,spain,1991
173694,28,spain,2001
173713,31,switzerland,2003
173721,13,spain,1996
173886,23,switzerland,1990
173895,20,spain,1998
173900,45,new zealand,1992
173928,30,italy,2002
173946,30,italy,1990
173948,39,australia,1990
173969,36,new zealand,1985
173974,0,spain,1996
173999,33,switzerland,2001
174057,30,australia,1991
174077,51,australia,1997
174081,63,australia,1995
174085,28,spain,2003
174227,30,australia,2000
174460,23,australia,1997
174478,39,australia,1998
174480,31,switzerland,2001
174538,30,spain,1985
174572,52,spain,1995
174599,33,australia,1995
174792,33,australia,1971
174914,33,australia,1998
175002,35,australia,1999
175017,41,australia,1990
175119,48,australia,1994
175323,53,australia,2000
175346,47,australia,1997
175367,33,france,2002
175372,34,spain,1994
175374,49,spain,1999
175449,51,new zealand,2000
175570,34,italy,1986
175673,27,italy,1990
175694,41,new zealand,1983
175752,61,france,1996
175755,35,australia,1990
175764,44,australia,1999
175777,46,australia,1989
175822,24,switzerland,2000
175840,34,new zealand,1998
175867,51,spain,2001
175886,52,australia,1972
175891,24,spain,2004
175902,14,australia,1996
175907,27,spain,2004
175910,21,australia,1992
175934,30,australia,1989
175938,25,new zealand,2000
175958,27,new zealand,1991
176003,44,france,1990
176062,37,australia,2002
176126,21,australia,1990
176128,31,italy,1990
176143,22,spain,1998
176157,19,france,2003
176224,42,france,2002
176225,23,spain,2000
176283,25,spain,1997
176318,25,france,1990
176377,13,new zealand,1986
176444,29,italy,2000
176451,29,spain,2003
176465,48,switzerland,1986
176583,53,spain,1998
176740,41,australia,1997
176777,17,spain,1981
176789,44,australia,1997
176819,27,france,2001
176855,42,italy,1994
176882,50,australia,2000
176921,27,australia,1999
176996,42,new zealand,2003
177128,41,new zealand,2000
177164,14,australia,1999
177237,25,australia,1997
177280,64,new zealand,2001
177318,18,switzerland,2001
177510,27,spain,2001
177520,38,spain,1971
177534,24,spain,2002
177550,26,spain,2003
177607,26,france,2002
177635,15,new zealand,1999
177642,77,new zealand,1995
177650,15,spain,1998
177651,25,australia,1995
177658,24,australia,2003
177669,19,new zealand,2004
177694,61,australia,1999
177709,20,spain,2002
177743,23,spain,1999
177748,20,spain,2000
177756,20,spain,1983
177764,32,australia,1990
177800,18,spain,1995
177856,33,spain,1997
177884,24,australia,1990
177923,29,spain,2003
177939,46,spain,1995
177951,30,spain,1992
178003,23,spain,2000
178039,68,france,1989
178072,54,new zealand,2004
178077,20,spain,1998
178324,13,australia,1995
178339,39,australia,2004
178367,37,spain,1999
178405,24,switzerland,2003
178426,23,italy,1989
178439,40,australia,1992
178500,34,france,1990
178534,31,spain,2003
178610,41,italy,2003
178649,18,france,1998
178717,24,new zealand,1990
178758,18,spain,1984
178773,32,spain,1998
178818,27,france,1990
178843,0,spain,1971
178884,26,australia,1999
178885,62,new zealand,1990
178889,43,spain,1996
178895,30,australia,2004
178991,27,switzerland,1990
179077,32,italy,1988
179099,30,australia,1999
179175,21,spain,2002
179211,28,spain,1984
179216,25,spain,2003
179227,30,australia,1990
179264,36,spain,2000
179265,43,switzerland,2002
179270,32,switzerland,2002
179346,63,new zealand,2000
179350,26,spain,2002
179571,36,spain,1985
179594,55,switzerland,1999
179624,31,spain,2004
179668,32,spain,2000
179752,15,australia,1969
179791,22,australia,1990
179799,26,australia,1997
179818,24,spain,2004
179821,25,spain,2002
179847,27,new zealand,1985
179850,29,spain,1981
179857,41,italy,1996
179858,25,australia,1984
179867,27,italy,1990
179873,17,spain,2000
179903,25,france,2001
179939,27,spain,1999
179941,40,spain,1998
180020,33,spain,2001
180096,29,australia,1999
180107,20,spain,1985
180164,35,italy,1993
180210,33,spain,2002
180242,47,spain,2003
180248,24,spain,1993
180257,17,spain,1998
180279,19,australia,2000
180280,23,switzerland,1999
180316,17,spain,2002
180333,23,spain,1999
180343,22,spain,1998
180423,100,spain,2004
180430,19,italy,1990
180436,51,spain,1997
180447,29,australia,2004
180509,17,spain,2002
180556,21,australia,2003
180558,32,italy,1999
180562,31,australia,1997
180568,32,spain,2002
180593,42,spain,2001
180653,23,spain,1998
180707,46,australia,1992
180719,24,france,2001
180778,56,australia,1995
180845,36,france,1990
180862,21,france,1993
180867,42,australia,1997
180903,31,france,1999
180944,32,new zealand,1995
180958,34,italy,1998
180982,27,australia,2002
181049,1,australia,2000
181065,30,italy,2003
181099,25,spain,2002
181156,59,australia,2004
181230,17,spain,1997
181293,68,australia,2004
181376,47,italy,1994
181385,21,italy,2003
181430,38,italy,1989
181433,27,switzerland,2000
181541,39,italy,1990
181621,25,italy,1990
181629,25,france,1998
181659,18,new zealand,1989
181685,33,australia,1992
181715,18,australia,1997
181763,29,france,2000
181871,30,spain,2002
181888,43,new zealand,1992
181900,27,france,2003
181909,30,italy,2000
181913,30,spain,1994
181950,23,spain,1997
182023,22,france,2003
182040,29,italy,2003
182066,45,spain,2002
182080,44,italy,1995
182183,26,australia,1996
182266,24,switzerland,1999
182278,30,italy,1999
182311,34,spain,2003
182367,18,spain,2003
182378,21,italy,1990
182405,27,spain,1995
182409,21,france,1990
182429,29,spain,1993
182446,41,france,2003
182503,21,france,2001
182518,27,new zealand,2003
182539,49,spain,2001
182558,23,spain,1992
182560,16,spain,1996
182577,25,france,2002
182642,24,france,2000
182676,43,australia,1997
182677,22,spain,1998
182686,24,italy,1982
182705,23,switzerland,1979
182908,25,spain,2002
183117,23,spain,2001
183126,29,new zealand,2003
183164,33,switzerland,2000
183188,37,switzerland,2001
183280,13,australia,1995
183287,28,france,2002
183403,28,australia,1996
183418,30,spain,2004
183455,28,spain,2000
183460,18,spain,2001
183473,17,spain,2001
183510,21,france,1999
183574,31,italy,1993
183593,32,spain,1983
183606,18,spain,1997
183752,27,australia,2002
183753,26,australia,1997
183824,27,france,2003
183958,57,australia,1999
183973,14,new zealand,1991
184069,34,australia,1992
184203,57,australia,2002
184228,39,spain,1998
184340,37,france,1998
184342,13,australia,2004
184377,44,switzerland,2003
184386,23,spain,2003
184411,20,spain,1985
184473,21,italy,1990
184540,39,new zealand,1995
184756,29,australia,2001
184782,31,italy,2003
184792,30,spain,2003
184839,34,australia,1982
184845,23,italy,2002
184853,33,spain,1998
184855,25,spain,1994
184885,18,france,1973
184934,59,australia,1990
184960,31,spain,2002
184965,27,spain,2003
184971,39,spain,2002
185023,20,spain,2003
185029,26,spain,1999
185031,29,spain,2002
185034,47,spain,1985
185041,26,spain,2002
185084,53,australia,1994
185119,19,spain,2004
185127,50,australia,1990
185205,30,italy,1990
185210,28,italy,2004
185300,24,france,1983
185354,26,italy,1990
185498,19,new zealand,1999
185501,26,australia,1997
185505,25,new zealand,2000
185510,28,switzerland,2003
185514,32,new zealand,1999
185521,34,new zealand,1999
185522,21,new zealand,1996
185537,28,france,2002
185702,20,australia,1997
185726,23,australia,2004
185765,31,switzerland,2002
186003,52,france,1993
186018,23,italy,1990
186457,33,new zealand,1998
186498,0,italy,1990
186510,30,new zealand,1991
186593,33,france,1999
186656,26,italy,1992
186657,26,australia,1998
186707,54,new zealand,2002
186769,38,italy,1997
186892,27,new zealand,1987
186905,56,switzerland,1997
186917,27,australia,2000
186954,42,australia,2002
187050,34,switzerland,1993
187088,35,italy,1985
187399,16,australia,1999
187550,40,australia,1998
187587,20,france,1999
187598,16,france,2002
187620,63,australia,2001
187708,31,australia,1988
187745,14,australia,2004
187750,56,australia,1998
187754,27,france,1993
187779,27,italy,2003
187805,31,france,1990
187981,23,australia,1999
188024,56,france,1996
188084,33,switzerland,1997
188133,22,france,2002
188186,21,italy,1998
188242,30,new zealand,2003
188478,25,switzerland,1998
188500,40,australia,1997
188556,23,italy,1994
188567,23,france,1998
188614,33,switzerland,1996
188658,23,france,2003
188670,18,france,1995
188722,26,france,1987
188921,34,france,1990
188952,39,italy,1990
188960,20,france,2001
188967,30,italy,1990
189069,53,australia,1990
189208,30,italy,1990
189236,104,australia,1990
189239,21,new zealand,1991
189267,37,italy,1999
189336,36,new zealand,2000
189367,38,italy,2003
189421,35,france,2003
189465,33,france,1994
189562,28,france,1986
189706,47,australia,2003
189753,23,france,2000
189798,25,australia,2003
189804,31,australia,2000
189809,25,australia,1997
189816,43,australia,2002
189838,43,australia,1996
189844,60,australia,2001
189853,39,australia,1981
189874,46,australia,2001
189877,34,australia,2000
189971,32,italy,2003
190069,26,france,1999
190076,31,italy,1990
190198,51,new zealand,2003
190205,70,australia,1992
190210,23,australia,2000
190215,19,australia,1995
190221,47,australia,1990
190238,54,australia,1995
190286,22,france,1999
190302,14,australia,1998
190441,35,australia,1995
190462,23,switzerland,1994
190542,25,australia,1992
190566,30,france,1984
190658,32,italy,1990
190664,44,australia,2001
190687,24,italy,2002
190803,56,australia,1990
190824,45,australia,2002
190890,23,france,2001
190910,55,australia,1995
190927,0,australia,1990
190940,32,italy,1995
190969,57,australia,2002
190983,49,switzerland,1998
191052,25,italy,1996
191107,31,france,2002
191108,79,australia,2004
191183,25,italy,1990
191185,37,italy,1990
191215,22,italy,1997
191277,45,australia,1990
191304,40,australia,1995
191323,49,new zealand,1993
191346,47,italy,1993
191381,39,italy,1993
191398,35,italy,2003
191404,40,france,2003
191500,54,italy,2001
191601,42,france,1999
191672,61,switzerland,2002
191766,22,australia,1995
191800,14,australia,2004
191815,20,italy,1994
191827,27,italy,1994
191852,34,france,2002
191855,44,france,2000
192068,38,switzerland,1990
192082,24,france,1983
192101,29,france,2002
192120,29,italy,1992
192150,33,italy,1990
192152,27,switzerland,2001
192290,47,new zealand,1997
192339,50,france,2003
192374,23,france,2002
192457,41,france,1997
192516,62,new zealand,2002
192786,36,italy,1994
192960,40,australia,1991
192992,18,italy,1990
192996,42,australia,1990
193098,20,france,1993
193202,37,italy,1990
193385,26,australia,2003
193642,44,australia,1995
193696,21,france,1974
193888,51,australia,1997
193926,38,australia,2004
193929,19,australia,1998
193939,43,new zealand,2002
194002,33,italy,1999
194009,57,australia,1997
194058,56,australia,1986
194141,14,new zealand,1992
194142,31,new zealand,2000
194146,22,france,2002
194183,34,france,1990
194198,31,switzerland,1976
194363,33,italy,1999
194403,20,italy,1995
194423,57,australia,2004
194429,32,australia,1991
194473,29,italy,1995
194500,60,australia,2001
194514,36,italy,2001
194519,28,france,2001
194561,37,australia,1983
194579,13,australia,1994
194737,41,new zealand,1998
194752,52,australia,2000
194809,43,italy,1991
194897,36,france,2000
194937,21,australia,1987
195005,37,australia,2003
195102,26,france,2001
195131,43,italy,1985
195166,37,australia,2001
195211,53,italy,2003
195218,34,switzerland,2003
195250,32,italy,2003
195300,46,australia,1988
195327,28,new zealand,1999
195356,57,switzerland,2003
195407,49,new zealand,2003
195443,22,italy,1993
195492,52,new zealand,1990
195512,55,new zealand,1991
195524,59,switzerland,2001
195688,21,australia,1995
195727,24,france,2001
195743,17,france,1997
195760,49,new zealand,1994
195777,59,australia,1997
196009,42,switzerland,2002
196024,40,italy,1994
196096,34,italy,1997
196140,47,australia,1996
196216,33,australia,2003
196219,30,italy,1994
196226,25,france,1990
196261,24,france,1989
196325,42,australia,1990
196353,57,australia,2000
196354,40,australia,1994
196480,38,switzerland,1991
196523,27,switzerland,2000
196525,25,france,1997
196527,61,italy,2003
196588,53,australia,1993
196657,34,france,2000
196732,26,australia,1998
196836,67,australia,1976
196840,41,australia,1994
196898,27,switzerland,1990
196914,29,italy,1993
197049,53,italy,1990
197052,44,italy,1990
197055,33,italy,1993
197061,36,italy,1994
197097,40,australia,1998
197119,46,australia,1990
197164,23,italy,1997
197200,45,italy,1999
197232,40,switzerland,1995
197234,36,france,1990
197247,24,france,2002
197274,33,italy,1995
197276,40,italy,1995
197304,32,italy,2002
197363,15,italy,1996
197376,47,australia,2004
197427,34,italy,1997
197571,26,italy,1990
197681,35,australia,1998
197683,27,france,1990
197685,33,france,1988
197693,25,italy,1997
197736,21,france,2000
197750,25,france,2001
197782,14,australia,1997
197792,7,australia,2004
197796,21,australia,1990
197837,19,australia,1997
197978,32,italy,1990
198008,17,france,1977
198053,56,new zealand,1961
198115,25,new zealand,2000
198116,44,switzerland,1995
198165,27,italy,1990
198168,26,italy,1997
198176,24,australia,1996
198178,39,switzerland,2002
198261,25,italy,1997
198279,25,australia,1998
198338,33,australia,1990
198374,26,italy,1990
198397,19,italy,2003
198407,54,switzerland,2000
198408,31,france,1998
198411,31,switzerland,1997
198416,28,italy,2001
198442,25,france,2002
198512,54,australia,1990
198515,39,australia,1999
198612,14,australia,1984
198620,35,australia,1990
198717,15,australia,1997
198901,53,italy,1998
198915,49,australia,1999
198924,22,italy,1996
198984,104,france,1996
199019,31,france,2002
199081,32,australia,1995
199157,13,australia,1998
199162,31,new zealand,1997
199167,42,france,2000
199175,17,australia,1998
199180,22,france,2001
199223,32,australia,2004
199370,29,switzerland,2002
199418,23,france,2000
199531,45,australia,2001
199668,18,france,2001
199726,19,france,2002
199879,47,france,1998
199909,25,switzerland,1997
200125,20,australia,1990
200146,64,australia,1982
200172,27,italy,1995
200190,30,italy,2001
200191,14,australia,1991
200272,47,australia,1987
200309,31,australia,1994
200374,30,australia,2004
200432,23,australia,1988
200548,52,australia,1990
200557,26,australia,1999
200596,30,france,1990
200599,44,italy,1996
200621,32,france,2003
200623,16,australia,1999
200631,51,australia,1993
200702,38,new zealand,1985
200704,104,australia,1999
200751,35,australia,2000
200807,42,australia,1985
200814,31,switzerland,1990
200842,23,italy,1990
200874,38,australia,2001
200919,26,france,1980
201103,30,switzerland,1998
201170,33,france,1998
201248,46,new zealand,1998
201305,28,italy,2003
201365,50,france,2002
201415,50,australia,1990
201532,29,italy,1996
201601,24,italy,1999
201722,40,australia,2001
201821,47,italy,1992
202325,23,france,1990
202398,32,italy,2002
202578,33,australia,1988
202652,19,australia,1999
202664,58,australia,1983
202709,50,switzerland,2001
202816,33,australia,1995
202848,32,australia,1991
202856,27,australia,1990
202859,21,france,1995
202905,43,italy,2004
202912,25,italy,1999
203031,29,italy,1990
203047,55,australia,2004
203080,27,switzerland,1999
203133,22,france,2003
