ISBN,Title,Author,Year_Publication,Publisher
13552,Bloodlines (Dog Lover's Mysteries),Susan Conant,1994,Bantam Books
13887,Kissing in Manhattan,DAVID SCHICKLER,2002,Delta
1873,Echoes,Maeve Binchy,1989,Dell
19922,Someone to Watch Over Me : A Novel,Judith McNaught,2003,Pocket
12121,The Toynbee Convector,Ray Bradbury,1989,Spectra Books
9885,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch
12085,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,Perennial
6438,The Future Scrolls,Fern Michaels,2003,Zebra Books
3519,About Face,Fern Michaels,2003,Zebra Books
65845,Globalhead,Bruce Sterling,1994,Spectra Books
11404,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books
4037,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,Warner Books
39770,The River King,Alice Hoffman,2001,Berkley Publishing Group
8747,Final Appeal,Lisa Scottoline,1994,HarperTorch
14686,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,Putnam Pub Group (Paper)
28008,New Cardiff,Charles Webb,2002,Washington Square Press
24009,On the Road (Penguin 20th Century Classics),Jack Kerouac,1998,Penguin USA (Paper)
25186,I And Thou,Martin Buber,1971,Free Press
16123,The Prince (Dover Thrift Editions),Niccol√≤ Machiavelli,1992,Dover Publications
51275,Becoming a Man : Half a Life Story,Paul Monette,1993,HarperSanFrancisco
419,OLD MAN AND THE SEA,Ernest Hemingway,1995,Scribner
34752,Diary of a Teenage Girl - Becoming Me : Diary Number 1 (Diary of a Teenage Girl),Melody Carlson,2000,Multnomah
33266,The Dominant Blonde,Alisa Kwitney,2002,Avon Trade
711,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books
1525,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books
45723,America the Beautiful: A Novel,Moon Unit Zappa,2001,Touchstone
2654,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books
21298,The True and Outstanding Adventures of the Hunt Sisters: A Novel,Elisabeth Robinson,2004,"Little, Brown"
12263,The Time Traveler's Wife,Audrey Niffenegger,2003,MacAdam/Cage Publishing
12632,Strange Fits of Passion: A Novel,Anita Shreve,1999,Harvest Books
1807,The Monk Downstairs: A Novel,Tim Farrington,2002,HarperSanFrancisco
4647,My Name Is Asher Lev,Chaim Potok,1996,Ballantine Books
42418,Waking the Dead,Scott Spencer,2000,Berkley Publishing Group
50412,Davita's Harp,Chaim Potok,1990,Fawcett Books
53894,Regain,Jean Giono,1987,LGF
1291,Le Grand Meaulnes (Classiques De Poche),Alain-Fournier,2000,Distribooks Inc
47733,A l'Ouest rien de nouveau,Erich Maria Remarque,1973,LGF
19136,Pourquoi j'ai mang√?¬© mon p√?¬®re,Lewis,2000,Pocket
18206,Ravage,Rene Barjavel,0,Gallimard French
282,Die Entdeckung der Langsamkeit.,Sten Nadolny,1987,Piper
263,Sense and Sensibility (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd
5621,Der Gott der kleinen Dinge.,Arundhati Roy,1999,btb
2107,The Da Vinci Code,Dan Brown,2003,Doubleday
3526,The Rescue,Nicholas Sparks,2000,Warner Books
22259,Edge of Danger,Jack Higgins,2001,Putnam Publishing Group
113,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books
1946,Vinegar Hill (Oprah's Book Club (Hardcover)),A. Manette Ansay,1999,HarperCollins
1166,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown"
4698,Saving Private Ryan: A Novel,Max Allan Collins,1998,Signet Book
5641,Big Trouble,Dave Barry,2002,Berkley Publishing Group
11572,Snow Falling on Cedars,David Guterson,1994,Harcourt
3693,Skipping Christmas,JOHN GRISHAM,2001,Doubleday
12253,The Reader,Bernhard Schlink,1997,Random House
32366,Angel Falls,KRISTIN HANNAH,2000,Crown
2044,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster
16451,The Vineyard : A Novel,Barbara Delinsky,2000,Simon &amp; Schuster
28979,The Looking Glass : A Novel (The Locket Series),Richard Paul Evans,1999,Simon &amp; Schuster
32265,If Only It Were True,Marc Levy,2000,Atria
12417,The Cider House Rules: A Novel (Modern Library),John Irving,1999,Modern Library
38753,Lolita (Everyman's Library (Cloth)),VLADIMIR NABOKOV,1993,Everyman's Library
14011,Message in a Bottle,Nicholas Sparks,1998,Warner Books
4048,Blackbird: A Childhood Lost and Found,Jennifer Lauck,2000,Atria
30435,Protect and Defend,Richard North Patterson,2000,Random House Inc
61456,Julie and Romeo,Jeanne Ray,2000,Harmony
14233,The Guardian,Nicholas Sparks,2003,Warner Books
25239,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books
28126,Man and Boy,Tony Parsons,2001,Sourcebooks Landmark
10913,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books
549,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey
18476,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,1997,Little Brown and Company
7976,The Villa,Nora Roberts,2001,Putnam Publishing Group
32122,In This Mountain,Jan Karon,2002,Viking Books
14719,"All the Pretty Horses (Border Trilogy, Vol 1)",Cormac McCarthy,1992,Alfred A. Knopf
18526,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown"
43889,He Sees You When You're Sleeping : A Novel,Mary Higgins Clark,2001,Scribner
9298,2nd Chance,James Patterson,2002,"Little, Brown"
32829,LAKE NEWS : A Novel,Barbara Delinsky,1999,Simon &amp; Schuster
34477,Voice of the Eagle,Linda Lay Shuler,1993,Signet Book
26833,The Kingdom by the Sea: A Journey Around Great Britain,Paul Theroux,1984,Pocket Books
34982,The Proud and the Free,Janet Dailey,1995,Warner Vision
1809,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins
29588,Therapy,David Lodge,1996,Penguin Putnam~trade
7732,The Wasp Factory,Iain Banks,0,Abacus
728,George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President,Jacob Weisberg,2001,Fireside
55147,"Of Mice and Men (Steinbeck \Essentials\"")""",John Steinbeck,2001,Penguin Books Ltd
46987,Les Fourmis,Bernard Werber,2002,LGF
40475,The Sorcerer's Companion: A Guide to the Magical World of Harry Potter,ALLAN ZOLA KRONZEK,2001,Broadway
24102,Scottish Folk and Fairy Tales (Penguin Popular Classics),Gordon Jarvie,1997,Penguin Books Ltd
7638,"Rule of the Bone : Novel, A",Russell Banks,1996,Perennial
787,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books
26264,Stone Butch Blues,Leslie Feinberg,1993,Firebrand Books
2339,stardust,Neil Gaiman,2001,Perennial
21254,Return to Isis,Jean Stewart,1992,Rising Tide Press (AZ)
52375,Love Ruins Everything: A Novel,Karen X. Tulchinsky,1998,Press Gang Publishers
53803,"Death: At Death's Door (Vertigo, Number 1)",Jill Thompson,2003,DC Comics
4686,The Door to December,Dean R. Koontz,1994,Signet Book
40710,"No Shirt, No Shoes, No Problem!",Jeff Foxworthy,1997,Warner Books (Mm)
19318,The Scions of Shannara (Heritage of Shannara (Paperback)),Terry Brooks,1993,Del Rey Books
39282,Star Wars the Rebel Dawn: The Han Solo Trilogy (Star Wars: Han Solo Trilogy (Paperback)),A.C. Crispin,1998,Spectra Books
20907,"The Paradise Snare (Star Wars: The Han Solo Trilogy, Volume 1)",A. C. Crispin,1998,Spectra Books
11812,"The Beans of Egypt, Maine",Carolyn Chute,1986,Warner Books
17644,The Funhouse,Dean R. Koontz,1994,Berkley Publishing Group
66152,Cold Iron,Melisa Michaels,1997,Roc
11793,Circle of Three #12: Written in the Stars (Circle of Three),Isobel Bird,2001,Avon
33248,Titan,John Varley,1980,Berkley Publishing Group
34506,A Density of Souls,Christopher Rice,2001,Miramax
25460,Slow River,Nicola Griffith,1996,Ballantine Books
47252,Changer,Jane Lindskold,1998,Eos
60760,Saving Grace,LEE SMITH,1996,Ballantine Books
32799,Hannibal,Thomas Harris,1999,Del Sol Press
9024,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books
45281,Mostly Harmless,Douglas Adams,2000,Ballantine Books
46787,The Thorn Birds (Modern Classics),Colleen McCullough,1998,Wings
9482,Dreamcatcher,Stephen King,2001,Scribner
39727,Sudden Mischief (Spenser Mysteries (Hardcover)),Robert B. Parker,1998,Putnam Pub Group
28213,"People of the Wolf (The First North Americans series, Book 1)",W. Michael Gear,1992,Tor Books
9218,The Door to December,Dean R. Koontz,2002,Signet Book
5983,Smilla's Sense of Snow,Peter Hoeg,1997,Island
32338,The Grass Is Always Greener over the Septic Tank,Erma Bombeck,1988,Fawcett Books
51902,Rumpole on Trial,John Mortimer,1992,Penguin USA
872,The Music of Dolphins (Apple Signature Edition),Karen Hesse,1998,Hyperion Books for Children
43846,Caddie Woodlawn - Newbery Promo '99 (Aladdin Fiction),Carol Ryrie Brink,1999,Aladdin
29232,The Magician's Nephew (Narnia),C. S. Lewis,1994,HarperTrophy
61610,"Circles in the Stream (Avalon: Web of Magic, 1)",Shelly R. Roberts,2001,Scholastic
2844,So You Want to Be a Wizard: The First Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books
46922,Going for Great (Ag Fiction (American Girl)),Carolee Brockmann,1999,Pleasant Company Publications
61611,"All That Glitters (Avalon, 2)",Rachel Roberts,2001,Scholastic
61612,"Cry of the Wolf (Avalon, 3)",Rachel Roberts,2001,Scholastic
36221,"The Secret of the Unicorn (Avalon Web of Magic, 4)",Rachel Roberts,2000,Scholastic Paperbacks
30108,"Ties That Bind, Ties That Break (Laurel-Leaf Books)",Lensey Namioka,2000,Laurel-Leaf Books
794,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books
828,The Giver (21st Century Reference),LOIS LOWRY,1994,Laure Leaf
11895,Nacht √?¬ºber den Wassern.,Ken Follett,1994,L√?¬ºbbe
11894,Die S√?¬§ulen der Erde. Roman.,Ken Follett,1992,L√?¬ºbbe
4271,A Man Rides Through (Man Rides Through),Stephen Donaldson,1990,Del Rey Books
21862,Mirror of Her Dreams (Mordant's Need),STEPHEN R. DONALDSON,1987,Del Rey
17287,Reader,Bernhard Schlink,0,Phoenix Books
7483,The Dead Zone,Stephen King,2004,Signet Book
3799,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002,Hyperion Press
19984,"Dark Tide I: Onslaught (Star Wars: The New Jedi Order, Book 2)",Michael A. Stackpole,2000,Del Rey Books
3592,LONG DARK TEA TIME OF THE SOUL,Douglas Adams,1990,Pocket
36783,Half Moon Street (Charlotte &amp; Thomas Pitt Novels (Paperback)),Anne Perry,2001,Ballantine Books
12952,"For Better, for Worse: A Novel",Carole Matthews,2002,Avon Trade
2927,The Forest House,Marion Zimmer Bradley,1995,Roc
20086,The Bear and the Dragon,Tom Clancy,2000,G. P. Putnam's Sons
6548,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1992,Tor Books
20763,Net Force,Tom Clancy,1999,Berkley Publishing Group
6622,The Testament,John Grisham,1999,Doubleday Books
379,A Time to Kill,JOHN GRISHAM,1992,Dell
10886,Awakening,Kate Chopin,1982,Avon
18686,Patriot Games,Tom Clancy,1992,Berkley Publishing Group
8877,Chasing the Dime,Michael Connelly,2003,Warner Books
13582,Tender Triumph (Sonnet Books),Judith McNaught,1991,Pocket
29009,The Cat Who Tailed a Thief,Lilian Jackson Braun,1998,Jove Books
11594,Guilt,John T. Lescroart,1998,Island
22819,On Secret Service,John Jakes,2001,Signet Book
7630,Charming Billy,Alice McDermott,1999,Delta
7051,The Dinner Party,Howard Fast,1991,Dell Publishing Company
13630,A Palette for Murder: Murder She Wrote (Murder She Wrote (Paperback)),Jessica Fletcher,1996,Signet Book
15005,Golden Cup,Belva Plain,1987,Dell
3363,Murder at the Library of Congress (Capital Crimes (Paperback)),Margaret Truman,2001,Fawcett Books
11733,No Safe Place,RICHARD NORTH PATTERSON,1999,Ballantine Books
13112,Thorns of Truth,Eileen Goudge,1999,Signet Book
22469,Granny Dan,DANIELLE STEEL,2000,"Random House, Inc."
9455,Border Bride,Arnette Lamb,1993,Pocket
1108,The Penwyth Curse,Catherine Coulter,2004,Jove Books
4367,Xanth 15: The Color of Her Panties,Piers Anthony,1992,Eos
34569,A Reporter's Life,WALTER CRONKITE,1996,Knopf
24597,Hound of the Baskervilles (Aladdin Classics),Sir Arthur Conan Doyle,2000,Aladdin
38292,The Fractal Murders (Pepper Keane Mysteries),Mark Cohen,2004,Mysterious Press
54783,Final Stand,Helen Myers,2002,Mira
22146,Whisper to Me of Love,Shirlee Busbee,1991,Harper Mass Market Paperbacks
5632,Wuthering Heights,EMILY BRONTE,1983,Bantam
2154,The Stars Shine Down,Sidney Sheldon,1993,Warner Books
10235,Toxin,Robin Cook,1999,Berkley Publishing Group
19654,The Mothman Prophecies,John A. Keel,2002,Tor Books
11124,Meet the Stars of Buffy the Vampire Slayer,Stefanie Scott,1998,Scholastic
58702,All-American Girl,Meg Cabot,2003,HarperTrophy
2498,Dark Paradise,TAMI HOAG,1994,Bantam
5625,Middlesex: A Novel,Jeffrey Eugenides,2003,Picador
48534,Other worlds: The comical history of the states and empires of the moon and sun (Science fiction master series),Cyrano de Bergerac,1976,New English Library
10000,To Catch A Sheik  (Desert Brides),Teresa Southwick,2003,Silhouette
21730,Ordinary People,Judith Guest,1993,Penguin Books
2193,The Rainmaker,JOHN GRISHAM,1996,Dell
26640,Toxin,Robin Cook,1998,Putnam Pub Group
2309,The Bad Place,Dean R. Koontz,1994,Berkley Publishing Group
5693,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,Picador
10930,Greygallows,Barbara Michaels,1993,Berkley Publishing Group
17640,Into the Darkness,Barbara Michaels,1996,Berkley Publishing Group
22299,Someone in the House,Barbara Michaels,1989,Berkley Publishing Group
8339,The Phantom Tollbooth,Norton Juster,1993,Yearling Books
5995,Dances With Wolves,Michael Blake,1990,Fawcett Books
41012,The House With a Clock in Its Walls,John Bellairs,1993,Puffin Books
49199,Catnap : A Midnight Louie Mystery (A Midnight Louie Mystery),Carole Nelson Douglas,1993,Forge Books
14116,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987,Del Rey
30851,Black Hawk Down: A Story of Modern War,Mark Bowden,1999,Atlantic Monthly Press
1233,Natural Causes,Michael Palmer,1995,Bantam Books
13503,Degree of Guilt,Richard North Patterson,1995,Ballantine Books
46757,Wuthering Heights (Penguin Popular Classics),Emily Bronte,1994,Penguin Books Ltd
6063,Emma (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd
48657,The Art of Travel,Alain de Botton,2002,Pantheon
1727,SO LONG AND THANKS FOR ALL THE FISH (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1991,Pocket
2581,Fight Club,Chuck Palahniuk,1999,Owl Books
18238,Wuthering Heights,Emily Bronte,1983,Bantam
884,SHIPPING NEWS,Annie Proulx,1994,Scribner
38596,The Frog King: A Love Story,Adam Davies,2002,Riverhead Books
11588,The Smoke Jumper,Nicholas Evans,2001,Delacorte Press
4029,The Unbearable Lightness of Being,Milan Kundera,1988,Harpercollins
14653,A Spell for Chameleon (Xanth Novels (Paperback)),Piers Anthony,1987,Del Rey Books
389,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,Bantam Classics
21640,Everything Is Illuminated : A Novel,Jonathan Safran Foer,2003,Perennial
32213,Post Office,Charles Bukowski,1980,Black Sparrow Books
13179,Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International),Haruki Murakami,1993,Vintage Books USA
29141,Norwegian Wood (Vintage International Original),Haruki Murakami,2000,Vintage Books USA
58658,Talking to Dragons (Enchanted Forest Chronicles (Paperback)),Patricia C. Wrede,1995,Point Fantasy
21516,The Call of the Wild: And Selected Stories (Signet Classics (Paperback)),Jack London,1998,Signet Classics
58657,Calling on Dragons (Read with Me Paperbacks),Patricia C. Wrede,1994,Point Fantasy
12432,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone
12484,Reap the Wind,Iris Johansen,2002,Bantam Books
13353,The Survivors Club,LISA GARDNER,2003,Bantam
21857,Sins of Omission,FERN MICHAELS,1989,Ivy Books
22401,Random Winds,Belva Plain,1987,Dell
22458,The Carousel,Belva Plain,1998,Dell
4073,While I Was Gone,Sue Miller,1999,Ballantine Books
35887,Grass,Sheri S. Tepper,1990,Spectra Books
1082,One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books),DR SEUSS,1960,Random House Books for Young Readers
13490,This Boy's Life: A Memoir,Tobias Wolff,1989,Perennial
31483,Winter's Tale,Mark Helprin,1995,Harvest Books
31384,The Dancing Wu Li Masters: An Overview of the New Physics,Gary Zukav,1994,Bantam Books
13707,The World According to Garp (Ballantine Reader's Circle),John Irving,1997,Ballantine Books
1942,Farewell To Arms,Ernest Hemingway,1995,Scribner
9835,Plato Complete Works,Plato,1997,Hackett Publishing Company
59540,Breaking Clean,JUDY BLUNT,2002,Knopf
13494,Felicia's Journey,William Trevor,1996,Penguin Books
11185,Possessing the Secret of Joy,Alice Walker,1993,Pocket
20041,White Noise (Contemporary American Fiction),Don DeLillo,1991,Penguin Books
26891,Invisible Man,Ralph Ellison,1995,Vintage Books USA
2489,Of Love and Shadows,Isabel Allende,1988,Bantam Books
3131,The House of the Spirits,Isabel Allende,1986,Bantam Books
26324,Where the Sidewalk Ends : Poems and Drawings,Shel Silverstein,1974,HarperCollins
5630,Interpreter of Maladies,Jhumpa Lahiri,1999,Houghton Mifflin Co
1051,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial
1423,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press
33659,JITTERBUG PERFUME,TOM ROBBINS,1985,Bantam
6030,STONES FROM THE RIVER,Ursula Hegi,1997,Simon &amp; Schuster
60718,One Hundred Years of Solitude,Gabriel Garcia Marquez,1970,Avon Books
10959,Dragonfly in Amber,DIANA GABALDON,1993,Dell
542,Naked,David Sedaris,1998,Back Bay Books
2593,Writing Down the Bones,NATALIE GOLDBERG,1986,Shambhala
50919,Ironweed,William J. Kennedy,1989,Penguin Books
13491,The Grapes of Wrath,John Steinbeck,1976,Penguin USA
4998,CUCKOO'S EGG,Clifford Stoll,1990,Pocket
2312,Kiss the Girls,James Patterson,1995,Warner Books
8299,Different Seasons,Stephen King,1983,Penguin Putnam~mass
15284,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books
2313,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,Warner Books
13344,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,2001,Ballantine Books
10374,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991,Vintage
30504,Black Gold,Marguerite Henry,1992,Aladdin
10928,Black Rainbow,Barbara Michaels,1994,Berkley Publishing Group
553,The Demon-Haunted World: Science As a Candle in the Dark,Carl Sagan,1997,Ballantine Books
